date,session_key,position,meeting_key,driver_number
2025-02-26T06:46:40.699000+00:00,9683,1,1253,1
2025-02-26T06:46:40.699000+00:00,9683,2,1253,4
2025-02-26T06:46:40.699000+00:00,9683,3,1253,5
2025-02-26T06:46:40.699000+00:00,9683,4,1253,6
2025-02-26T06:46:40.699000+00:00,9683,5,1253,7
2025-02-26T06:46:40.699000+00:00,9683,6,1253,10
2025-02-26T06:46:40.699000+00:00,9683,7,1253,12
2025-02-26T06:46:40.699000+00:00,9683,8,1253,14
2025-02-26T06:46:40.699000+00:00,9683,9,1253,16
2025-02-26T06:46:40.699000+00:00,9683,10,1253,18
2025-02-26T06:46:40.699000+00:00,9683,11,1253,22
2025-02-26T06:46:40.699000+00:00,9683,12,1253,23
2025-02-26T06:46:40.699000+00:00,9683,13,1253,27
2025-02-26T06:46:40.699000+00:00,9683,14,1253,30
2025-02-26T06:46:40.699000+00:00,9683,15,1253,31
2025-02-26T06:46:40.699000+00:00,9683,16,1253,44
2025-02-26T06:46:40.699000+00:00,9683,17,1253,55
2025-02-26T06:46:40.699000+00:00,9683,18,1253,63
2025-02-26T06:46:40.699000+00:00,9683,19,1253,81
2025-02-26T06:46:40.699000+00:00,9683,20,1253,87
2025-02-26T07:00:03.768000+00:00,9683,2,1253,1
2025-02-26T07:00:03.768000+00:00,9683,3,1253,4
2025-02-26T07:00:03.768000+00:00,9683,4,1253,5
2025-02-26T07:00:03.768000+00:00,9683,5,1253,6
2025-02-26T07:00:03.768000+00:00,9683,6,1253,7
2025-02-26T07:00:03.768000+00:00,9683,7,1253,10
2025-02-26T07:00:03.768000+00:00,9683,1,1253,12
2025-02-26T07:00:13.872000+00:00,9683,3,1253,1
2025-02-26T07:00:13.872000+00:00,9683,4,1253,4
2025-02-26T07:00:13.872000+00:00,9683,5,1253,5
2025-02-26T07:00:13.872000+00:00,9683,6,1253,6
2025-02-26T07:00:13.872000+00:00,9683,7,1253,7
2025-02-26T07:00:13.872000+00:00,9683,8,1253,10
2025-02-26T07:00:13.872000+00:00,9683,2,1253,14
2025-02-26T07:00:27.507000+00:00,9683,4,1253,1
2025-02-26T07:00:27.507000+00:00,9683,5,1253,4
2025-02-26T07:00:27.507000+00:00,9683,6,1253,5
2025-02-26T07:00:27.507000+00:00,9683,7,1253,6
2025-02-26T07:00:27.507000+00:00,9683,8,1253,7
2025-02-26T07:00:27.507000+00:00,9683,9,1253,10
2025-02-26T07:00:27.507000+00:00,9683,10,1253,16
2025-02-26T07:00:27.507000+00:00,9683,11,1253,18
2025-02-26T07:00:27.507000+00:00,9683,12,1253,22
2025-02-26T07:00:27.507000+00:00,9683,13,1253,23
2025-02-26T07:00:27.507000+00:00,9683,3,1253,27
2025-02-26T07:00:40.756000+00:00,9683,5,1253,1
2025-02-26T07:00:40.756000+00:00,9683,6,1253,4
2025-02-26T07:00:40.756000+00:00,9683,7,1253,5
2025-02-26T07:00:40.756000+00:00,9683,8,1253,6
2025-02-26T07:00:40.756000+00:00,9683,9,1253,7
2025-02-26T07:00:40.756000+00:00,9683,10,1253,10
2025-02-26T07:00:40.756000+00:00,9683,11,1253,16
2025-02-26T07:00:40.756000+00:00,9683,12,1253,18
2025-02-26T07:00:40.756000+00:00,9683,4,1253,22
2025-02-26T07:00:58.490000+00:00,9683,6,1253,1
2025-02-26T07:00:58.490000+00:00,9683,7,1253,4
2025-02-26T07:00:58.490000+00:00,9683,8,1253,5
2025-02-26T07:00:58.490000+00:00,9683,9,1253,6
2025-02-26T07:00:58.490000+00:00,9683,10,1253,7
2025-02-26T07:00:58.490000+00:00,9683,11,1253,10
2025-02-26T07:00:58.490000+00:00,9683,12,1253,16
2025-02-26T07:00:58.490000+00:00,9683,13,1253,18
2025-02-26T07:00:58.490000+00:00,9683,14,1253,23
2025-02-26T07:00:58.490000+00:00,9683,15,1253,30
2025-02-26T07:00:58.490000+00:00,9683,16,1253,31
2025-02-26T07:00:58.490000+00:00,9683,5,1253,44
2025-02-26T07:01:12.523000+00:00,9683,7,1253,1
2025-02-26T07:01:12.523000+00:00,9683,8,1253,4
2025-02-26T07:01:12.523000+00:00,9683,9,1253,5
2025-02-26T07:01:12.523000+00:00,9683,10,1253,6
2025-02-26T07:01:12.523000+00:00,9683,6,1253,7
2025-02-26T07:01:22.675000+00:00,9683,8,1253,1
2025-02-26T07:01:22.675000+00:00,9683,9,1253,4
2025-02-26T07:01:22.675000+00:00,9683,10,1253,5
2025-02-26T07:01:22.675000+00:00,9683,11,1253,6
2025-02-26T07:01:22.675000+00:00,9683,12,1253,10
2025-02-26T07:01:22.675000+00:00,9683,13,1253,16
2025-02-26T07:01:22.675000+00:00,9683,14,1253,18
2025-02-26T07:01:22.675000+00:00,9683,15,1253,23
2025-02-26T07:01:22.675000+00:00,9683,7,1253,30
2025-02-26T07:01:35.669000+00:00,9683,9,1253,1
2025-02-26T07:01:35.669000+00:00,9683,10,1253,4
2025-02-26T07:01:35.669000+00:00,9683,11,1253,5
2025-02-26T07:01:35.669000+00:00,9683,12,1253,6
2025-02-26T07:01:35.669000+00:00,9683,13,1253,10
2025-02-26T07:01:35.669000+00:00,9683,14,1253,16
2025-02-26T07:01:35.669000+00:00,9683,15,1253,18
2025-02-26T07:01:35.669000+00:00,9683,16,1253,23
2025-02-26T07:01:35.669000+00:00,9683,17,1253,31
2025-02-26T07:01:35.669000+00:00,9683,18,1253,55
2025-02-26T07:01:35.669000+00:00,9683,19,1253,63
2025-02-26T07:01:35.669000+00:00,9683,8,1253,81
2025-02-26T07:01:44.801000+00:00,9683,10,1253,1
2025-02-26T07:01:44.801000+00:00,9683,11,1253,4
2025-02-26T07:01:44.801000+00:00,9683,12,1253,5
2025-02-26T07:01:44.801000+00:00,9683,13,1253,6
2025-02-26T07:01:44.801000+00:00,9683,14,1253,10
2025-02-26T07:01:44.801000+00:00,9683,15,1253,16
2025-02-26T07:01:44.801000+00:00,9683,16,1253,18
2025-02-26T07:01:44.801000+00:00,9683,17,1253,23
2025-02-26T07:01:44.801000+00:00,9683,18,1253,31
2025-02-26T07:01:44.801000+00:00,9683,19,1253,55
2025-02-26T07:01:44.801000+00:00,9683,20,1253,63
2025-02-26T07:01:44.801000+00:00,9683,9,1253,87
2025-02-26T07:04:29.400000+00:00,9683,2,1253,12
2025-02-26T07:04:29.400000+00:00,9683,3,1253,14
2025-02-26T07:04:29.400000+00:00,9683,1,1253,22
2025-02-26T07:04:29.400000+00:00,9683,4,1253,27
2025-02-26T07:04:41.546000+00:00,9683,3,1253,12
2025-02-26T07:04:41.546000+00:00,9683,4,1253,14
2025-02-26T07:04:41.546000+00:00,9683,2,1253,22
2025-02-26T07:04:41.546000+00:00,9683,5,1253,27
2025-02-26T07:04:41.546000+00:00,9683,1,1253,44
2025-02-26T07:04:54.633000+00:00,9683,7,1253,7
2025-02-26T07:04:54.633000+00:00,9683,4,1253,12
2025-02-26T07:04:54.633000+00:00,9683,5,1253,14
2025-02-26T07:04:54.633000+00:00,9683,3,1253,22
2025-02-26T07:04:54.633000+00:00,9683,6,1253,27
2025-02-26T07:04:54.633000+00:00,9683,1,1253,30
2025-02-26T07:04:54.633000+00:00,9683,2,1253,44
2025-02-26T07:05:19.766000+00:00,9683,2,1253,12
2025-02-26T07:05:19.766000+00:00,9683,4,1253,22
2025-02-26T07:05:19.766000+00:00,9683,3,1253,44
2025-02-26T07:06:18.980000+00:00,9683,3,1253,12
2025-02-26T07:06:18.980000+00:00,9683,2,1253,44
2025-02-26T07:06:56.972000+00:00,9683,2,1253,12
2025-02-26T07:06:56.972000+00:00,9683,3,1253,44
2025-02-26T07:07:11.552000+00:00,9683,11,1253,1
2025-02-26T07:07:11.552000+00:00,9683,12,1253,4
2025-02-26T07:07:11.552000+00:00,9683,13,1253,5
2025-02-26T07:07:11.552000+00:00,9683,14,1253,6
2025-02-26T07:07:11.552000+00:00,9683,15,1253,10
2025-02-26T07:07:11.552000+00:00,9683,16,1253,16
2025-02-26T07:07:11.552000+00:00,9683,17,1253,18
2025-02-26T07:07:11.552000+00:00,9683,10,1253,23
2025-02-26T07:07:56.030000+00:00,9683,3,1253,12
2025-02-26T07:07:56.030000+00:00,9683,2,1253,44
2025-02-26T07:21:15.016000+00:00,9683,5,1253,7
2025-02-26T07:21:15.016000+00:00,9683,6,1253,14
2025-02-26T07:21:15.016000+00:00,9683,7,1253,27
2025-02-26T07:22:49.549000+00:00,9683,1,1253,7
2025-02-26T07:22:49.549000+00:00,9683,4,1253,12
2025-02-26T07:22:49.549000+00:00,9683,5,1253,22
2025-02-26T07:22:49.549000+00:00,9683,2,1253,30
2025-02-26T07:22:49.549000+00:00,9683,3,1253,44
2025-02-26T07:23:51.467000+00:00,9683,5,1253,12
2025-02-26T07:23:51.467000+00:00,9683,7,1253,14
2025-02-26T07:23:51.467000+00:00,9683,6,1253,22
2025-02-26T07:23:51.467000+00:00,9683,8,1253,27
2025-02-26T07:23:51.467000+00:00,9683,4,1253,44
2025-02-26T07:23:51.467000+00:00,9683,9,1253,81
2025-02-26T07:23:51.467000+00:00,9683,3,1253,87
2025-02-26T07:25:27.017000+00:00,9683,3,1253,30
2025-02-26T07:25:27.017000+00:00,9683,2,1253,87
2025-02-26T07:29:04.638000+00:00,9683,6,1253,12
2025-02-26T07:29:04.638000+00:00,9683,8,1253,14
2025-02-26T07:29:04.638000+00:00,9683,7,1253,22
2025-02-26T07:29:04.638000+00:00,9683,2,1253,27
2025-02-26T07:29:04.638000+00:00,9683,4,1253,30
2025-02-26T07:29:04.638000+00:00,9683,5,1253,44
2025-02-26T07:29:04.638000+00:00,9683,3,1253,87
2025-02-26T07:34:37.970000+00:00,9683,5,1253,30
2025-02-26T07:34:37.970000+00:00,9683,3,1253,44
2025-02-26T07:34:37.970000+00:00,9683,4,1253,87
2025-02-26T07:35:51.096000+00:00,9683,4,1253,30
2025-02-26T07:35:51.096000+00:00,9683,5,1253,87
2025-02-26T07:38:37.447000+00:00,9683,7,1253,12
2025-02-26T07:38:37.447000+00:00,9683,3,1253,22
2025-02-26T07:38:37.447000+00:00,9683,5,1253,30
2025-02-26T07:38:37.447000+00:00,9683,4,1253,44
2025-02-26T07:38:37.447000+00:00,9683,6,1253,87
2025-02-26T07:43:53.562000+00:00,9683,8,1253,12
2025-02-26T07:43:53.562000+00:00,9683,2,1253,14
2025-02-26T07:43:53.562000+00:00,9683,4,1253,22
2025-02-26T07:43:53.562000+00:00,9683,3,1253,27
2025-02-26T07:43:53.562000+00:00,9683,6,1253,30
2025-02-26T07:43:53.562000+00:00,9683,5,1253,44
2025-02-26T07:43:53.562000+00:00,9683,7,1253,87
2025-02-26T07:45:55.845000+00:00,9683,11,1253,1
2025-02-26T07:45:55.845000+00:00,9683,12,1253,4
2025-02-26T07:45:55.845000+00:00,9683,13,1253,5
2025-02-26T07:45:55.845000+00:00,9683,14,1253,6
2025-02-26T07:45:55.845000+00:00,9683,1,1253,7
2025-02-26T07:45:55.845000+00:00,9683,15,1253,10
2025-02-26T07:45:55.845000+00:00,9683,8,1253,12
2025-02-26T07:45:55.845000+00:00,9683,2,1253,14
2025-02-26T07:45:55.845000+00:00,9683,16,1253,16
2025-02-26T07:45:55.845000+00:00,9683,17,1253,18
2025-02-26T07:45:55.845000+00:00,9683,4,1253,22
2025-02-26T07:45:55.845000+00:00,9683,10,1253,23
2025-02-26T07:45:55.845000+00:00,9683,3,1253,27
2025-02-26T07:45:55.845000+00:00,9683,6,1253,30
2025-02-26T07:45:55.845000+00:00,9683,18,1253,31
2025-02-26T07:45:55.845000+00:00,9683,5,1253,44
2025-02-26T07:45:55.845000+00:00,9683,19,1253,55
2025-02-26T07:45:55.845000+00:00,9683,20,1253,63
2025-02-26T07:45:55.845000+00:00,9683,9,1253,81
2025-02-26T07:45:55.845000+00:00,9683,7,1253,87
2025-02-26T07:46:23.100000+00:00,9683,3,1253,22
2025-02-26T07:46:23.100000+00:00,9683,4,1253,27
2025-02-26T07:47:52.431000+00:00,9683,2,1253,7
2025-02-26T07:47:52.431000+00:00,9683,1,1253,14
2025-02-26T07:48:21.029000+00:00,9683,6,1253,12
2025-02-26T07:48:21.029000+00:00,9683,7,1253,30
2025-02-26T07:48:21.029000+00:00,9683,8,1253,87
2025-02-26T07:49:55.951000+00:00,9683,5,1253,12
2025-02-26T07:49:55.951000+00:00,9683,6,1253,44
2025-02-26T07:50:57.986000+00:00,9683,6,1253,12
2025-02-26T07:50:57.986000+00:00,9683,5,1253,27
2025-02-26T07:50:57.986000+00:00,9683,4,1253,30
2025-02-26T07:50:57.986000+00:00,9683,7,1253,44
2025-02-26T07:55:10.820000+00:00,9683,3,1253,7
2025-02-26T07:55:10.820000+00:00,9683,4,1253,22
2025-02-26T07:55:10.820000+00:00,9683,2,1253,30
2025-02-26T07:57:52.528000+00:00,9683,4,1253,7
2025-02-26T07:57:52.528000+00:00,9683,7,1253,12
2025-02-26T07:57:52.528000+00:00,9683,2,1253,14
2025-02-26T07:57:52.528000+00:00,9683,5,1253,22
2025-02-26T07:57:52.528000+00:00,9683,1,1253,23
2025-02-26T07:57:52.528000+00:00,9683,6,1253,27
2025-02-26T07:57:52.528000+00:00,9683,3,1253,30
2025-02-26T07:57:52.528000+00:00,9683,8,1253,44
2025-02-26T07:57:52.528000+00:00,9683,10,1253,81
2025-02-26T07:57:52.528000+00:00,9683,9,1253,87
2025-02-26T08:00:45.378000+00:00,9683,5,1253,7
2025-02-26T08:00:45.378000+00:00,9683,8,1253,12
2025-02-26T08:00:45.378000+00:00,9683,3,1253,14
2025-02-26T08:00:45.378000+00:00,9683,6,1253,22
2025-02-26T08:00:45.378000+00:00,9683,2,1253,23
2025-02-26T08:00:45.378000+00:00,9683,7,1253,27
2025-02-26T08:00:45.378000+00:00,9683,4,1253,30
2025-02-26T08:00:45.378000+00:00,9683,1,1253,44
2025-02-26T08:21:28.132000+00:00,9683,9,1253,12
2025-02-26T08:21:28.132000+00:00,9683,8,1253,81
2025-02-26T08:21:28.132000+00:00,9683,10,1253,87
2025-02-26T08:22:44.055000+00:00,9683,4,1253,14
2025-02-26T08:22:44.055000+00:00,9683,3,1253,23
2025-02-26T08:22:44.055000+00:00,9683,1,1253,30
2025-02-26T08:22:44.055000+00:00,9683,2,1253,44
2025-02-26T08:22:53.840000+00:00,9683,6,1253,7
2025-02-26T08:22:53.840000+00:00,9683,7,1253,22
2025-02-26T08:22:53.840000+00:00,9683,5,1253,27
2025-02-26T08:26:48.459000+00:00,9683,5,1253,14
2025-02-26T08:26:48.459000+00:00,9683,4,1253,23
2025-02-26T08:26:48.459000+00:00,9683,2,1253,27
2025-02-26T08:26:48.459000+00:00,9683,3,1253,44
2025-02-26T08:33:04.898000+00:00,9683,7,1253,7
2025-02-26T08:33:04.898000+00:00,9683,6,1253,14
2025-02-26T08:33:04.898000+00:00,9683,2,1253,22
2025-02-26T08:33:04.898000+00:00,9683,5,1253,23
2025-02-26T08:33:04.898000+00:00,9683,3,1253,27
2025-02-26T08:33:04.898000+00:00,9683,4,1253,44
2025-02-26T08:34:44.947000+00:00,9683,3,1253,23
2025-02-26T08:34:44.947000+00:00,9683,4,1253,27
2025-02-26T08:34:44.947000+00:00,9683,5,1253,44
2025-02-26T08:35:19.558000+00:00,9683,8,1253,12
2025-02-26T08:35:19.558000+00:00,9683,9,1253,81
2025-02-26T08:38:33.367000+00:00,9683,3,1253,22
2025-02-26T08:38:33.367000+00:00,9683,4,1253,23
2025-02-26T08:38:33.367000+00:00,9683,5,1253,27
2025-02-26T08:38:33.367000+00:00,9683,2,1253,44
2025-02-26T08:39:58.999000+00:00,9683,1,1253,14
2025-02-26T08:39:58.999000+00:00,9683,4,1253,22
2025-02-26T08:39:58.999000+00:00,9683,5,1253,23
2025-02-26T08:39:58.999000+00:00,9683,6,1253,27
2025-02-26T08:39:58.999000+00:00,9683,2,1253,30
2025-02-26T08:39:58.999000+00:00,9683,3,1253,44
2025-02-26T08:46:16.860000+00:00,9683,6,1253,7
2025-02-26T08:46:16.860000+00:00,9683,7,1253,27
2025-02-26T09:00:54.645000+00:00,9683,2,1253,14
2025-02-26T09:00:54.645000+00:00,9683,1,1253,30
2025-02-26T09:02:47.941000+00:00,9683,9,1253,12
2025-02-26T09:02:47.941000+00:00,9683,8,1253,81
2025-02-26T09:06:17.858000+00:00,9683,2,1253,7
2025-02-26T09:06:17.858000+00:00,9683,3,1253,14
2025-02-26T09:06:17.858000+00:00,9683,5,1253,22
2025-02-26T09:06:17.858000+00:00,9683,6,1253,23
2025-02-26T09:06:17.858000+00:00,9683,4,1253,44
2025-02-26T09:08:12.143000+00:00,9683,7,1253,23
2025-02-26T09:08:12.143000+00:00,9683,6,1253,27
2025-02-26T09:10:18.577000+00:00,9683,3,1253,7
2025-02-26T09:10:18.577000+00:00,9683,4,1253,14
2025-02-26T09:10:18.577000+00:00,9683,2,1253,44
2025-02-26T09:10:25.825000+00:00,9683,4,1253,7
2025-02-26T09:10:25.825000+00:00,9683,5,1253,14
2025-02-26T09:10:25.825000+00:00,9683,6,1253,22
2025-02-26T09:10:25.825000+00:00,9683,1,1253,23
2025-02-26T09:10:25.825000+00:00,9683,7,1253,27
2025-02-26T09:10:25.825000+00:00,9683,2,1253,30
2025-02-26T09:10:25.825000+00:00,9683,3,1253,44
2025-02-26T09:27:29.381000+00:00,9683,8,1253,12
2025-02-26T09:27:29.381000+00:00,9683,9,1253,81
2025-02-26T09:46:09.086000+00:00,9683,9,1253,12
2025-02-26T09:46:09.086000+00:00,9683,7,1253,22
2025-02-26T09:46:09.086000+00:00,9683,8,1253,27
2025-02-26T09:46:09.086000+00:00,9683,6,1253,81
2025-02-26T09:59:34.532000+00:00,9683,6,1253,22
2025-02-26T09:59:34.532000+00:00,9683,7,1253,81
2025-02-26T10:05:53.673000+00:00,9683,5,1253,7
2025-02-26T10:05:53.673000+00:00,9683,1,1253,12
2025-02-26T10:05:53.673000+00:00,9683,6,1253,14
2025-02-26T10:05:53.673000+00:00,9683,7,1253,22
2025-02-26T10:05:53.673000+00:00,9683,2,1253,23
2025-02-26T10:05:53.673000+00:00,9683,9,1253,27
2025-02-26T10:05:53.673000+00:00,9683,3,1253,30
2025-02-26T10:05:53.673000+00:00,9683,4,1253,44
2025-02-26T10:05:53.673000+00:00,9683,8,1253,81
2025-02-26T10:23:26.594000+00:00,9683,3,1253,23
2025-02-26T10:23:26.594000+00:00,9683,2,1253,30
2025-02-26T10:31:30.958000+00:00,9683,6,1253,7
2025-02-26T10:31:30.958000+00:00,9683,7,1253,14
2025-02-26T10:31:30.958000+00:00,9683,4,1253,22
2025-02-26T10:31:30.958000+00:00,9683,5,1253,44
2025-02-26T12:19:44.367000+00:00,9683,12,1253,1
2025-02-26T12:19:44.367000+00:00,9683,13,1253,4
2025-02-26T12:19:44.367000+00:00,9683,14,1253,5
2025-02-26T12:19:44.367000+00:00,9683,11,1253,6
2025-02-26T12:20:22.323000+00:00,9683,13,1253,1
2025-02-26T12:20:22.323000+00:00,9683,14,1253,4
2025-02-26T12:20:22.323000+00:00,9683,15,1253,5
2025-02-26T12:20:22.323000+00:00,9683,16,1253,10
2025-02-26T12:20:22.323000+00:00,9683,17,1253,16
2025-02-26T12:20:22.323000+00:00,9683,18,1253,18
2025-02-26T12:20:22.323000+00:00,9683,12,1253,31
2025-02-26T12:27:46.893000+00:00,9683,15,1253,4
2025-02-26T12:27:46.893000+00:00,9683,16,1253,5
2025-02-26T12:27:46.893000+00:00,9683,14,1253,10
2025-02-26T12:28:37.828000+00:00,9683,16,1253,4
2025-02-26T12:28:37.828000+00:00,9683,15,1253,5
2025-02-26T12:28:41.090000+00:00,9683,10,1253,1
2025-02-26T12:28:41.090000+00:00,9683,12,1253,6
2025-02-26T12:28:41.090000+00:00,9683,13,1253,31
2025-02-26T12:28:41.090000+00:00,9683,11,1253,87
2025-02-26T12:30:00.361000+00:00,9683,17,1253,4
2025-02-26T12:30:00.361000+00:00,9683,16,1253,16
2025-02-26T12:31:07.096000+00:00,9683,13,1253,6
2025-02-26T12:31:07.096000+00:00,9683,11,1253,10
2025-02-26T12:31:07.096000+00:00,9683,14,1253,31
2025-02-26T12:31:07.096000+00:00,9683,12,1253,87
2025-02-26T12:33:37.284000+00:00,9683,16,1253,5
2025-02-26T12:33:37.284000+00:00,9683,14,1253,16
2025-02-26T12:33:37.284000+00:00,9683,15,1253,31
2025-02-26T12:35:14.106000+00:00,9683,14,1253,6
2025-02-26T12:35:14.106000+00:00,9683,13,1253,16
2025-02-26T12:39:39.389000+00:00,9683,18,1253,4
2025-02-26T12:39:39.389000+00:00,9683,17,1253,18
2025-02-26T12:40:41.768000+00:00,9683,2,1253,1
2025-02-26T12:40:41.768000+00:00,9683,7,1253,7
2025-02-26T12:40:41.768000+00:00,9683,8,1253,14
2025-02-26T12:40:41.768000+00:00,9683,5,1253,22
2025-02-26T12:40:41.768000+00:00,9683,4,1253,23
2025-02-26T12:40:41.768000+00:00,9683,10,1253,27
2025-02-26T12:40:41.768000+00:00,9683,3,1253,30
2025-02-26T12:40:41.768000+00:00,9683,6,1253,44
2025-02-26T12:40:41.768000+00:00,9683,9,1253,81
2025-02-26T12:45:32.958000+00:00,9683,3,1253,1
2025-02-26T12:45:32.958000+00:00,9683,8,1253,7
2025-02-26T12:45:32.958000+00:00,9683,2,1253,10
2025-02-26T12:45:32.958000+00:00,9683,9,1253,14
2025-02-26T12:45:32.958000+00:00,9683,6,1253,22
2025-02-26T12:45:32.958000+00:00,9683,5,1253,23
2025-02-26T12:45:32.958000+00:00,9683,11,1253,27
2025-02-26T12:45:32.958000+00:00,9683,4,1253,30
2025-02-26T12:45:32.958000+00:00,9683,7,1253,44
2025-02-26T12:45:32.958000+00:00,9683,10,1253,81
2025-02-26T12:46:34.162000+00:00,9683,15,1253,6
2025-02-26T12:46:34.162000+00:00,9683,14,1253,31
2025-02-26T12:47:01.164000+00:00,9683,14,1253,6
2025-02-26T12:47:01.164000+00:00,9683,15,1253,31
2025-02-26T12:49:56.120000+00:00,9683,19,1253,4
2025-02-26T12:49:56.120000+00:00,9683,20,1253,55
2025-02-26T12:49:56.120000+00:00,9683,18,1253,63
2025-02-26T12:53:28.313000+00:00,9683,17,1253,5
2025-02-26T12:53:28.313000+00:00,9683,15,1253,6
2025-02-26T12:53:28.313000+00:00,9683,14,1253,16
2025-02-26T12:53:28.313000+00:00,9683,18,1253,18
2025-02-26T12:53:28.313000+00:00,9683,16,1253,31
2025-02-26T12:53:28.313000+00:00,9683,12,1253,63
2025-02-26T12:53:28.313000+00:00,9683,13,1253,87
2025-02-26T12:55:31.241000+00:00,9683,20,1253,4
2025-02-26T12:55:31.241000+00:00,9683,19,1253,55
2025-02-26T12:55:52.812000+00:00,9683,13,1253,16
2025-02-26T12:55:52.812000+00:00,9683,14,1253,87
2025-02-26T12:58:47.707000+00:00,9683,18,1253,5
2025-02-26T12:58:47.707000+00:00,9683,16,1253,6
2025-02-26T12:58:47.707000+00:00,9683,14,1253,16
2025-02-26T12:58:47.707000+00:00,9683,19,1253,18
2025-02-26T12:58:47.707000+00:00,9683,17,1253,31
2025-02-26T12:58:47.707000+00:00,9683,12,1253,55
2025-02-26T12:58:47.707000+00:00,9683,13,1253,63
2025-02-26T12:58:47.707000+00:00,9683,15,1253,87
2025-02-26T13:01:31.445000+00:00,9683,19,1253,5
2025-02-26T13:01:31.445000+00:00,9683,17,1253,6
2025-02-26T13:01:31.445000+00:00,9683,15,1253,16
2025-02-26T13:01:31.445000+00:00,9683,13,1253,18
2025-02-26T13:01:31.445000+00:00,9683,18,1253,31
2025-02-26T13:01:31.445000+00:00,9683,14,1253,63
2025-02-26T13:01:31.445000+00:00,9683,16,1253,87
2025-02-26T13:11:53.703000+00:00,9683,12,1253,27
2025-02-26T13:11:53.703000+00:00,9683,11,1253,55
2025-02-26T13:12:04.815000+00:00,9683,18,1253,6
2025-02-26T13:12:04.815000+00:00,9683,16,1253,16
2025-02-26T13:12:04.815000+00:00,9683,14,1253,31
2025-02-26T13:12:04.815000+00:00,9683,15,1253,63
2025-02-26T13:12:04.815000+00:00,9683,17,1253,87
2025-02-26T13:13:58.613000+00:00,9683,9,1253,7
2025-02-26T13:13:58.613000+00:00,9683,10,1253,14
2025-02-26T13:13:58.613000+00:00,9683,4,1253,16
2025-02-26T13:13:58.613000+00:00,9683,14,1253,18
2025-02-26T13:13:58.613000+00:00,9683,7,1253,22
2025-02-26T13:13:58.613000+00:00,9683,6,1253,23
2025-02-26T13:13:58.613000+00:00,9683,13,1253,27
2025-02-26T13:13:58.613000+00:00,9683,5,1253,30
2025-02-26T13:13:58.613000+00:00,9683,15,1253,31
2025-02-26T13:13:58.613000+00:00,9683,8,1253,44
2025-02-26T13:13:58.613000+00:00,9683,12,1253,55
2025-02-26T13:13:58.613000+00:00,9683,16,1253,63
2025-02-26T13:13:58.613000+00:00,9683,11,1253,81
2025-02-26T13:14:30.099000+00:00,9683,4,1253,1
2025-02-26T13:14:30.099000+00:00,9683,10,1253,7
2025-02-26T13:14:30.099000+00:00,9683,3,1253,10
2025-02-26T13:14:30.099000+00:00,9683,2,1253,12
2025-02-26T13:14:30.099000+00:00,9683,11,1253,14
2025-02-26T13:14:30.099000+00:00,9683,5,1253,16
2025-02-26T13:14:30.099000+00:00,9683,15,1253,18
2025-02-26T13:14:30.099000+00:00,9683,8,1253,22
2025-02-26T13:14:30.099000+00:00,9683,7,1253,23
2025-02-26T13:14:30.099000+00:00,9683,14,1253,27
2025-02-26T13:14:30.099000+00:00,9683,6,1253,30
2025-02-26T13:14:30.099000+00:00,9683,16,1253,31
2025-02-26T13:14:30.099000+00:00,9683,9,1253,44
2025-02-26T13:14:30.099000+00:00,9683,13,1253,55
2025-02-26T13:14:30.099000+00:00,9683,1,1253,63
2025-02-26T13:14:30.099000+00:00,9683,12,1253,81
2025-02-26T13:14:40.915000+00:00,9683,15,1253,6
2025-02-26T13:14:40.915000+00:00,9683,16,1253,18
2025-02-26T13:14:40.915000+00:00,9683,17,1253,31
2025-02-26T13:14:40.915000+00:00,9683,18,1253,87
2025-02-26T13:17:05.170000+00:00,9683,16,1253,6
2025-02-26T13:17:05.170000+00:00,9683,15,1253,18
2025-02-26T13:26:19.966000+00:00,9683,2,1253,10
2025-02-26T13:26:19.966000+00:00,9683,3,1253,12
2025-02-26T13:45:18.142000+00:00,9683,5,1253,1
2025-02-26T13:45:18.142000+00:00,9683,3,1253,10
2025-02-26T13:45:18.142000+00:00,9683,4,1253,12
2025-02-26T13:45:18.142000+00:00,9683,1,1253,16
2025-02-26T13:45:18.142000+00:00,9683,2,1253,63
2025-02-26T13:56:37.245000+00:00,9683,6,1253,1
2025-02-26T13:56:37.245000+00:00,9683,3,1253,4
2025-02-26T13:56:37.245000+00:00,9683,20,1253,5
2025-02-26T13:56:37.245000+00:00,9683,17,1253,6
2025-02-26T13:56:37.245000+00:00,9683,11,1253,7
2025-02-26T13:56:37.245000+00:00,9683,4,1253,10
2025-02-26T13:56:37.245000+00:00,9683,5,1253,12
2025-02-26T13:56:37.245000+00:00,9683,12,1253,14
2025-02-26T13:56:37.245000+00:00,9683,16,1253,18
2025-02-26T13:56:37.245000+00:00,9683,9,1253,22
2025-02-26T13:56:37.245000+00:00,9683,8,1253,23
2025-02-26T13:56:37.245000+00:00,9683,15,1253,27
2025-02-26T13:56:37.245000+00:00,9683,7,1253,30
2025-02-26T13:56:37.245000+00:00,9683,18,1253,31
2025-02-26T13:56:37.245000+00:00,9683,10,1253,44
2025-02-26T13:56:37.245000+00:00,9683,14,1253,55
2025-02-26T13:56:37.245000+00:00,9683,13,1253,81
2025-02-26T13:56:37.245000+00:00,9683,19,1253,87
2025-02-26T13:57:37.142000+00:00,9683,13,1253,55
