meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1276,9834,18,1,,,43.351,50.128,261.0,193.0,True,,"[2064, 2064, 2064, 2064, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2049]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2064, 2064]",257.0
1276,9834,14,1,2025-12-06T10:31:33.630000+00:00,,47.333,55.616,244.0,205.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2064, 2064]",222.0
1276,9834,18,2,2025-12-06T10:33:41.636000+00:00,46.926,46.36,53.242,247.0,196.0,True,146.528,"[None, 2064, 2064, 2064, 2048]","[2048, 2048, 2048, 2048, 2051, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2051, 2051, 2048, 2064, 2064]",255.0
1276,9834,14,2,2025-12-06T10:34:05.356000+00:00,50.152,48.92,56.893,250.0,233.0,True,155.965,"[None, 2064, 2064, 2064, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2051]","[2049, 2048, 2049, 2051, 2048, 2048, 2048, 2048, 2064, 2064]",230.0
1276,9834,43,1,2025-12-06T10:36:38.858000+00:00,,54.082,38.785,178.0,279.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]",198.0
1276,9834,10,1,2025-12-06T10:37:10.720000+00:00,,47.313,38.053,203.0,284.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2051, 2049, 2049, 2051, 2049, 2049, 2049, 2051, 2051]",232.0
1276,9834,43,2,2025-12-06T10:38:39.783000+00:00,17.662,37.222,31.707,289.0,319.0,False,86.591,"[2049, 2051, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2051, 2051, 2051, 2049, 2048]",324.0
1276,9834,10,2,2025-12-06T10:39:01.483000+00:00,17.59,37.001,31.393,288.0,320.0,False,85.984,"[2051, 2049, 2051, 2051, 2049]","[2049, 2051, 2051, 2051, 2051, 2049, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2049, 2051]",324.0
1276,9834,43,3,2025-12-06T10:40:06.270000+00:00,38.297,85.622,59.301,107.0,123.0,False,183.22,"[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",98.0
1276,9834,10,3,2025-12-06T10:40:27.271000+00:00,36.172,86.644,64.333,105.0,121.0,False,187.149,"[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",97.0
1276,9834,4,1,2025-12-06T10:41:48.709000+00:00,,48.862,38.658,209.0,253.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",251.0
1276,9834,16,1,2025-12-06T10:42:21.367000+00:00,,49.66,39.627,244.0,213.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",246.0
1276,9834,43,4,2025-12-06T10:43:09.524000+00:00,32.149,54.398,38.728,156.0,194.0,False,125.275,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",196.0
1276,9834,10,4,2025-12-06T10:43:34.452000+00:00,32.488,50.962,38.399,188.0,278.0,False,121.849,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",213.0
1276,9834,4,2,2025-12-06T10:43:41.412000+00:00,17.464,36.802,30.462,285.0,320.0,False,84.728,"[2049, 2049, 2051, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2048, 2048]",322.0
1276,9834,31,1,2025-12-06T10:43:56.610000+00:00,,48.202,42.35,214.0,96.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",236.0
1276,9834,16,2,2025-12-06T10:44:15.410000+00:00,17.642,37.046,31.068,282.0,316.0,False,85.756,"[2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049, 2048, 2048]",319.0
1276,9834,44,1,2025-12-06T10:44:42.130000+00:00,,47.903,37.673,241.0,237.0,True,,"[2064, 2064, 2064, 2064, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",245.0
1276,9834,4,3,2025-12-06T10:45:06.086000+00:00,25.404,69.493,53.449,236.0,164.0,False,148.346,"[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",154.0
