date,session_key,driver_number,meeting_key,position
2025-12-05T09:15:06.186000+00:00,9832,1,1276,1
2025-12-05T09:15:06.186000+00:00,9832,4,1276,2
2025-12-05T09:15:06.186000+00:00,9832,5,1276,3
2025-12-05T09:15:06.186000+00:00,9832,6,1276,4
2025-12-05T09:15:06.186000+00:00,9832,12,1276,5
2025-12-05T09:15:06.186000+00:00,9832,16,1276,6
2025-12-05T09:15:06.186000+00:00,9832,27,1276,7
2025-12-05T09:15:06.186000+00:00,9832,34,1276,8
2025-12-05T09:15:06.186000+00:00,9832,35,1276,9
2025-12-05T09:15:06.186000+00:00,9832,36,1276,10
2025-12-05T09:15:06.186000+00:00,9832,39,1276,11
2025-12-05T09:15:06.186000+00:00,9832,40,1276,12
2025-12-05T09:15:06.186000+00:00,9832,43,1276,13
2025-12-05T09:15:06.186000+00:00,9832,46,1276,14
2025-12-05T09:15:06.186000+00:00,9832,50,1276,15
2025-12-05T09:15:06.186000+00:00,9832,55,1276,16
2025-12-05T09:15:06.186000+00:00,9832,61,1276,17
2025-12-05T09:15:06.186000+00:00,9832,63,1276,18
2025-12-05T09:15:06.186000+00:00,9832,87,1276,19
2025-12-05T09:15:06.186000+00:00,9832,89,1276,20
2025-12-05T09:30:02.724000+00:00,9832,1,1276,2
2025-12-05T09:30:02.724000+00:00,9832,4,1276,3
2025-12-05T09:30:02.724000+00:00,9832,5,1276,4
2025-12-05T09:30:02.724000+00:00,9832,6,1276,1
2025-12-05T09:30:09.454000+00:00,9832,1,1276,3
2025-12-05T09:30:09.454000+00:00,9832,4,1276,4
2025-12-05T09:30:09.454000+00:00,9832,5,1276,5
2025-12-05T09:30:09.454000+00:00,9832,12,1276,6
2025-12-05T09:30:09.454000+00:00,9832,16,1276,7
2025-12-05T09:30:09.454000+00:00,9832,27,1276,8
2025-12-05T09:30:09.454000+00:00,9832,34,1276,9
2025-12-05T09:30:09.454000+00:00,9832,35,1276,10
2025-12-05T09:30:09.454000+00:00,9832,36,1276,11
2025-12-05T09:30:09.454000+00:00,9832,39,1276,12
2025-12-05T09:30:09.454000+00:00,9832,40,1276,2
2025-12-05T09:30:13.501000+00:00,9832,1,1276,4
2025-12-05T09:30:13.501000+00:00,9832,4,1276,5
2025-12-05T09:30:13.501000+00:00,9832,5,1276,6
2025-12-05T09:30:13.501000+00:00,9832,12,1276,7
2025-12-05T09:30:13.501000+00:00,9832,16,1276,8
2025-12-05T09:30:13.501000+00:00,9832,27,1276,9
2025-12-05T09:30:13.501000+00:00,9832,34,1276,10
2025-12-05T09:30:13.501000+00:00,9832,35,1276,11
2025-12-05T09:30:13.501000+00:00,9832,36,1276,12
2025-12-05T09:30:13.501000+00:00,9832,39,1276,13
2025-12-05T09:30:13.501000+00:00,9832,43,1276,14
2025-12-05T09:30:13.501000+00:00,9832,46,1276,15
2025-12-05T09:30:13.501000+00:00,9832,50,1276,16
2025-12-05T09:30:13.501000+00:00,9832,55,1276,17
2025-12-05T09:30:13.501000+00:00,9832,61,1276,18
2025-12-05T09:30:13.501000+00:00,9832,63,1276,19
2025-12-05T09:30:13.501000+00:00,9832,87,1276,20
2025-12-05T09:30:13.501000+00:00,9832,89,1276,3
2025-12-05T09:30:22.878000+00:00,9832,1,1276,5
2025-12-05T09:30:22.878000+00:00,9832,4,1276,6
2025-12-05T09:30:22.878000+00:00,9832,5,1276,7
2025-12-05T09:30:22.878000+00:00,9832,12,1276,8
2025-12-05T09:30:22.878000+00:00,9832,16,1276,9
2025-12-05T09:30:22.878000+00:00,9832,27,1276,10
2025-12-05T09:30:22.878000+00:00,9832,34,1276,11
2025-12-05T09:30:22.878000+00:00,9832,35,1276,12
2025-12-05T09:30:22.878000+00:00,9832,36,1276,4
2025-12-05T09:30:25.860000+00:00,9832,1,1276,6
2025-12-05T09:30:25.860000+00:00,9832,4,1276,7
2025-12-05T09:30:25.860000+00:00,9832,5,1276,8
2025-12-05T09:30:25.860000+00:00,9832,12,1276,9
2025-12-05T09:30:25.860000+00:00,9832,16,1276,10
2025-12-05T09:30:25.860000+00:00,9832,27,1276,11
2025-12-05T09:30:25.860000+00:00,9832,34,1276,12
2025-12-05T09:30:25.860000+00:00,9832,35,1276,13
2025-12-05T09:30:25.860000+00:00,9832,39,1276,5
2025-12-05T09:30:27.173000+00:00,9832,1,1276,7
2025-12-05T09:30:27.173000+00:00,9832,4,1276,8
2025-12-05T09:30:27.173000+00:00,9832,5,1276,9
2025-12-05T09:30:27.173000+00:00,9832,12,1276,6
2025-12-05T09:30:33.606000+00:00,9832,1,1276,8
2025-12-05T09:30:33.606000+00:00,9832,4,1276,9
2025-12-05T09:30:33.606000+00:00,9832,5,1276,10
2025-12-05T09:30:33.606000+00:00,9832,16,1276,11
2025-12-05T09:30:33.606000+00:00,9832,27,1276,12
2025-12-05T09:30:33.606000+00:00,9832,34,1276,13
2025-12-05T09:30:33.606000+00:00,9832,35,1276,14
2025-12-05T09:30:33.606000+00:00,9832,43,1276,15
2025-12-05T09:30:33.606000+00:00,9832,46,1276,16
2025-12-05T09:30:33.606000+00:00,9832,50,1276,17
2025-12-05T09:30:33.606000+00:00,9832,55,1276,7
2025-12-05T09:30:38.658000+00:00,9832,1,1276,9
2025-12-05T09:30:38.658000+00:00,9832,4,1276,10
2025-12-05T09:30:38.658000+00:00,9832,5,1276,11
2025-12-05T09:30:38.658000+00:00,9832,16,1276,12
2025-12-05T09:30:38.658000+00:00,9832,27,1276,13
2025-12-05T09:30:38.658000+00:00,9832,34,1276,14
2025-12-05T09:30:38.658000+00:00,9832,35,1276,8
2025-12-05T09:30:47.101000+00:00,9832,1,1276,10
2025-12-05T09:30:47.101000+00:00,9832,4,1276,11
2025-12-05T09:30:47.101000+00:00,9832,5,1276,12
2025-12-05T09:30:47.101000+00:00,9832,16,1276,13
2025-12-05T09:30:47.101000+00:00,9832,27,1276,14
2025-12-05T09:30:47.101000+00:00,9832,34,1276,15
2025-12-05T09:30:47.101000+00:00,9832,43,1276,9
2025-12-05T09:30:52.929000+00:00,9832,1,1276,11
2025-12-05T09:30:52.929000+00:00,9832,4,1276,12
2025-12-05T09:30:52.929000+00:00,9832,5,1276,13
2025-12-05T09:30:52.929000+00:00,9832,16,1276,14
2025-12-05T09:30:52.929000+00:00,9832,27,1276,15
2025-12-05T09:30:52.929000+00:00,9832,34,1276,16
2025-12-05T09:30:52.929000+00:00,9832,46,1276,17
2025-12-05T09:30:52.929000+00:00,9832,50,1276,18
2025-12-05T09:30:52.929000+00:00,9832,61,1276,10
2025-12-05T09:30:53.526000+00:00,9832,1,1276,12
2025-12-05T09:30:53.526000+00:00,9832,4,1276,11
2025-12-05T09:30:57.513000+00:00,9832,1,1276,13
2025-12-05T09:30:57.513000+00:00,9832,5,1276,14
2025-12-05T09:30:57.513000+00:00,9832,16,1276,15
2025-12-05T09:30:57.513000+00:00,9832,27,1276,16
2025-12-05T09:30:57.513000+00:00,9832,34,1276,12
2025-12-05T09:31:00.402000+00:00,9832,1,1276,14
2025-12-05T09:31:00.402000+00:00,9832,5,1276,15
2025-12-05T09:31:00.402000+00:00,9832,16,1276,16
2025-12-05T09:31:00.402000+00:00,9832,27,1276,17
2025-12-05T09:31:00.402000+00:00,9832,46,1276,13
2025-12-05T09:31:07.545000+00:00,9832,5,1276,16
2025-12-05T09:31:07.545000+00:00,9832,16,1276,17
2025-12-05T09:31:07.545000+00:00,9832,27,1276,18
2025-12-05T09:31:07.545000+00:00,9832,50,1276,15
2025-12-05T09:31:17.107000+00:00,9832,5,1276,17
2025-12-05T09:31:17.107000+00:00,9832,16,1276,18
2025-12-05T09:31:17.107000+00:00,9832,27,1276,16
2025-12-05T09:31:23.141000+00:00,9832,5,1276,18
2025-12-05T09:31:23.141000+00:00,9832,16,1276,17
2025-12-05T09:31:42.757000+00:00,9832,5,1276,19
2025-12-05T09:31:42.757000+00:00,9832,63,1276,20
