date,session_key,meeting_key,driver_number,position
2025-10-17T17:15:02.109000+00:00,9878,1271,1,1
2025-10-17T17:15:02.109000+00:00,9878,1271,4,2
2025-10-17T17:15:02.109000+00:00,9878,1271,5,3
2025-10-17T17:15:02.109000+00:00,9878,1271,6,4
2025-10-17T17:15:02.109000+00:00,9878,1271,10,5
2025-10-17T17:15:02.109000+00:00,9878,1271,12,6
2025-10-17T17:15:02.109000+00:00,9878,1271,14,7
2025-10-17T17:15:02.109000+00:00,9878,1271,16,8
2025-10-17T17:15:02.109000+00:00,9878,1271,18,9
2025-10-17T17:15:02.109000+00:00,9878,1271,22,10
2025-10-17T17:15:02.109000+00:00,9878,1271,23,11
2025-10-17T17:15:02.109000+00:00,9878,1271,27,12
2025-10-17T17:15:02.109000+00:00,9878,1271,30,13
2025-10-17T17:15:02.109000+00:00,9878,1271,31,14
2025-10-17T17:15:02.109000+00:00,9878,1271,43,15
2025-10-17T17:15:02.109000+00:00,9878,1271,44,16
2025-10-17T17:15:02.109000+00:00,9878,1271,55,17
2025-10-17T17:15:02.109000+00:00,9878,1271,63,18
2025-10-17T17:15:02.109000+00:00,9878,1271,81,19
2025-10-17T17:15:02.109000+00:00,9878,1271,87,20
2025-10-17T17:30:09.623000+00:00,9878,1271,4,3
2025-10-17T17:30:09.623000+00:00,9878,1271,5,4
2025-10-17T17:30:09.623000+00:00,9878,1271,6,5
2025-10-17T17:30:09.623000+00:00,9878,1271,10,6
2025-10-17T17:30:09.623000+00:00,9878,1271,12,7
2025-10-17T17:30:09.623000+00:00,9878,1271,14,8
2025-10-17T17:30:09.623000+00:00,9878,1271,16,9
2025-10-17T17:30:09.623000+00:00,9878,1271,18,10
2025-10-17T17:30:09.623000+00:00,9878,1271,22,11
2025-10-17T17:30:09.623000+00:00,9878,1271,23,12
2025-10-17T17:30:09.623000+00:00,9878,1271,27,13
2025-10-17T17:30:09.623000+00:00,9878,1271,30,2
2025-10-17T17:30:11.937000+00:00,9878,1271,4,4
2025-10-17T17:30:11.937000+00:00,9878,1271,5,5
2025-10-17T17:30:11.937000+00:00,9878,1271,6,6
2025-10-17T17:30:11.937000+00:00,9878,1271,10,7
2025-10-17T17:30:11.937000+00:00,9878,1271,12,8
2025-10-17T17:30:11.937000+00:00,9878,1271,14,9
2025-10-17T17:30:11.937000+00:00,9878,1271,16,10
2025-10-17T17:30:11.937000+00:00,9878,1271,18,11
2025-10-17T17:30:11.937000+00:00,9878,1271,22,12
2025-10-17T17:30:11.937000+00:00,9878,1271,23,13
2025-10-17T17:30:11.937000+00:00,9878,1271,27,14
2025-10-17T17:30:11.937000+00:00,9878,1271,31,15
2025-10-17T17:30:11.937000+00:00,9878,1271,43,16
2025-10-17T17:30:11.937000+00:00,9878,1271,44,17
2025-10-17T17:30:11.937000+00:00,9878,1271,55,18
2025-10-17T17:30:11.937000+00:00,9878,1271,63,19
2025-10-17T17:30:11.937000+00:00,9878,1271,81,20
2025-10-17T17:30:11.937000+00:00,9878,1271,87,3
2025-10-17T17:30:14.775000+00:00,9878,1271,4,5
2025-10-17T17:30:14.775000+00:00,9878,1271,5,6
2025-10-17T17:30:14.775000+00:00,9878,1271,6,7
2025-10-17T17:30:14.775000+00:00,9878,1271,10,8
2025-10-17T17:30:14.775000+00:00,9878,1271,12,9
2025-10-17T17:30:14.775000+00:00,9878,1271,14,10
2025-10-17T17:30:14.775000+00:00,9878,1271,16,11
2025-10-17T17:30:14.775000+00:00,9878,1271,18,12
2025-10-17T17:30:14.775000+00:00,9878,1271,22,13
2025-10-17T17:30:14.775000+00:00,9878,1271,23,14
2025-10-17T17:30:14.775000+00:00,9878,1271,27,15
2025-10-17T17:30:14.775000+00:00,9878,1271,31,4
2025-10-17T17:30:17.155000+00:00,9878,1271,4,6
2025-10-17T17:30:17.155000+00:00,9878,1271,5,7
2025-10-17T17:30:17.155000+00:00,9878,1271,6,8
2025-10-17T17:30:17.155000+00:00,9878,1271,10,9
2025-10-17T17:30:17.155000+00:00,9878,1271,12,10
2025-10-17T17:30:17.155000+00:00,9878,1271,14,11
2025-10-17T17:30:17.155000+00:00,9878,1271,16,12
2025-10-17T17:30:17.155000+00:00,9878,1271,18,13
2025-10-17T17:30:17.155000+00:00,9878,1271,22,5
2025-10-17T17:30:19.168000+00:00,9878,1271,4,7
2025-10-17T17:30:19.168000+00:00,9878,1271,5,8
2025-10-17T17:30:19.168000+00:00,9878,1271,6,9
2025-10-17T17:30:19.168000+00:00,9878,1271,10,6
2025-10-17T17:30:22.732000+00:00,9878,1271,4,8
2025-10-17T17:30:22.732000+00:00,9878,1271,5,9
2025-10-17T17:30:22.732000+00:00,9878,1271,6,10
2025-10-17T17:30:22.732000+00:00,9878,1271,12,11
2025-10-17T17:30:22.732000+00:00,9878,1271,14,12
2025-10-17T17:30:22.732000+00:00,9878,1271,16,13
2025-10-17T17:30:22.732000+00:00,9878,1271,18,14
2025-10-17T17:30:22.732000+00:00,9878,1271,23,15
2025-10-17T17:30:22.732000+00:00,9878,1271,27,16
2025-10-17T17:30:22.732000+00:00,9878,1271,43,7
2025-10-17T17:30:27.417000+00:00,9878,1271,4,9
2025-10-17T17:30:27.417000+00:00,9878,1271,5,10
2025-10-17T17:30:27.417000+00:00,9878,1271,6,11
2025-10-17T17:30:27.417000+00:00,9878,1271,12,12
2025-10-17T17:30:27.417000+00:00,9878,1271,14,13
2025-10-17T17:30:27.417000+00:00,9878,1271,16,14
2025-10-17T17:30:27.417000+00:00,9878,1271,18,15
2025-10-17T17:30:27.417000+00:00,9878,1271,23,16
2025-10-17T17:30:27.417000+00:00,9878,1271,27,17
2025-10-17T17:30:27.417000+00:00,9878,1271,44,18
2025-10-17T17:30:27.417000+00:00,9878,1271,55,8
2025-10-17T17:30:49.827000+00:00,9878,1271,4,10
2025-10-17T17:30:49.827000+00:00,9878,1271,5,11
2025-10-17T17:30:49.827000+00:00,9878,1271,6,12
2025-10-17T17:30:49.827000+00:00,9878,1271,12,13
2025-10-17T17:30:49.827000+00:00,9878,1271,14,14
2025-10-17T17:30:49.827000+00:00,9878,1271,16,15
2025-10-17T17:30:49.827000+00:00,9878,1271,18,16
2025-10-17T17:30:49.827000+00:00,9878,1271,23,17
2025-10-17T17:30:49.827000+00:00,9878,1271,27,18
2025-10-17T17:30:49.827000+00:00,9878,1271,44,9
2025-10-17T17:30:54.889000+00:00,9878,1271,4,11
2025-10-17T17:30:54.889000+00:00,9878,1271,5,12
2025-10-17T17:30:54.889000+00:00,9878,1271,6,13
2025-10-17T17:30:54.889000+00:00,9878,1271,12,10
