date,session_key,driver_number,position,meeting_key
2025-11-09T17:03:33.750000+00:00,9869,5,17,1273
2025-11-09T17:03:46.230000+00:00,9869,63,8,1273
2025-11-09T17:03:46.230000+00:00,9869,10,7,1273
2025-11-09T17:03:49.518000+00:00,9869,63,7,1273
2025-11-09T17:03:49.518000+00:00,9869,10,8,1273
2025-11-09T17:03:58.121000+00:00,9869,87,10,1273
2025-11-09T17:03:58.121000+00:00,9869,27,11,1273
2025-11-09T17:03:58.121000+00:00,9869,14,9,1273
2025-11-09T17:03:59.742000+00:00,9869,43,17,1273
2025-11-09T17:03:59.742000+00:00,9869,5,16,1273
2025-11-09T17:04:03.300000+00:00,9869,87,9,1273
2025-11-09T17:04:03.300000+00:00,9869,14,10,1273
2025-11-09T17:04:16.432000+00:00,9869,27,12,1273
2025-11-09T17:04:16.432000+00:00,9869,23,11,1273
2025-11-09T17:04:18.253000+00:00,9869,43,16,1273
2025-11-09T17:04:18.253000+00:00,9869,5,17,1273
2025-11-09T17:04:18.612000+00:00,9869,44,17,1273
2025-11-09T17:04:18.612000+00:00,9869,5,18,1273
2025-11-09T17:04:19.393000+00:00,9869,5,19,1273
2025-11-09T17:04:19.393000+00:00,9869,1,18,1273
2025-11-09T17:04:20.334000+00:00,9869,5,20,1273
2025-11-09T17:04:20.334000+00:00,9869,31,19,1273
2025-11-09T17:04:42.019000+00:00,9869,87,8,1273
2025-11-09T17:04:42.019000+00:00,9869,10,9,1273
2025-11-09T17:04:46.156000+00:00,9869,44,18,1273
2025-11-09T17:04:46.156000+00:00,9869,1,17,1273
2025-11-09T17:04:56.863000+00:00,9869,27,13,1273
2025-11-09T17:04:56.863000+00:00,9869,55,12,1273
2025-11-09T17:05:00.867000+00:00,9869,44,19,1273
2025-11-09T17:05:00.867000+00:00,9869,31,18,1273
2025-11-09T17:06:36.679000+00:00,9869,18,14,1273
2025-11-09T17:06:36.679000+00:00,9869,22,15,1273
2025-11-09T17:06:39.065000+00:00,9869,43,15,1273
2025-11-09T17:06:39.065000+00:00,9869,22,16,1273
2025-11-09T17:06:47.133000+00:00,9869,22,17,1273
2025-11-09T17:06:47.133000+00:00,9869,1,16,1273
2025-11-09T17:06:48.378000+00:00,9869,22,18,1273
2025-11-09T17:06:48.378000+00:00,9869,31,17,1273
2025-11-09T17:12:07.388000+00:00,9869,12,3,1273
2025-11-09T17:12:07.388000+00:00,9869,16,2,1273
2025-11-09T17:12:09.985000+00:00,9869,43,16,1273
2025-11-09T17:12:09.985000+00:00,9869,1,15,1273
2025-11-09T17:12:10.471000+00:00,9869,22,17,1273
2025-11-09T17:12:10.471000+00:00,9869,31,18,1273
2025-11-09T17:12:20.536000+00:00,9869,12,4,1273
2025-11-09T17:12:20.536000+00:00,9869,16,3,1273
2025-11-09T17:12:20.536000+00:00,9869,81,2,1273
2025-11-09T17:12:21.149000+00:00,9869,12,3,1273
2025-11-09T17:12:21.149000+00:00,9869,16,4,1273
2025-11-09T17:12:21.225000+00:00,9869,16,5,1273
2025-11-09T17:12:21.225000+00:00,9869,6,4,1273
2025-11-09T17:12:21.373000+00:00,9869,16,6,1273
2025-11-09T17:12:21.373000+00:00,9869,30,5,1273
2025-11-09T17:12:21.647000+00:00,9869,16,7,1273
2025-11-09T17:12:21.647000+00:00,9869,63,6,1273
2025-11-09T17:12:21.821000+00:00,9869,16,8,1273
2025-11-09T17:12:21.821000+00:00,9869,87,7,1273
2025-11-09T17:12:22.101000+00:00,9869,16,9,1273
2025-11-09T17:12:22.101000+00:00,9869,10,8,1273
2025-11-09T17:12:22.406000+00:00,9869,16,10,1273
2025-11-09T17:12:22.406000+00:00,9869,14,11,1273
2025-11-09T17:12:22.406000+00:00,9869,23,9,1273
2025-11-09T17:12:22.847000+00:00,9869,16,11,1273
2025-11-09T17:12:22.847000+00:00,9869,14,10,1273
2025-11-09T17:12:23.066000+00:00,9869,16,12,1273
2025-11-09T17:12:23.066000+00:00,9869,55,11,1273
2025-11-09T17:12:23.168000+00:00,9869,16,13,1273
2025-11-09T17:12:23.168000+00:00,9869,27,12,1273
2025-11-09T17:12:23.461000+00:00,9869,16,14,1273
2025-11-09T17:12:23.461000+00:00,9869,18,15,1273
2025-11-09T17:12:23.461000+00:00,9869,1,13,1273
2025-11-09T17:12:23.875000+00:00,9869,16,15,1273
2025-11-09T17:12:23.875000+00:00,9869,18,14,1273
2025-11-09T17:12:24.302000+00:00,9869,16,16,1273
2025-11-09T17:12:24.302000+00:00,9869,43,15,1273
2025-11-09T17:12:24.335000+00:00,9869,16,17,1273
2025-11-09T17:12:24.335000+00:00,9869,22,16,1273
2025-11-09T17:12:24.522000+00:00,9869,16,18,1273
2025-11-09T17:12:24.522000+00:00,9869,31,17,1273
2025-11-09T17:12:24.821000+00:00,9869,16,19,1273
2025-11-09T17:12:24.821000+00:00,9869,44,18,1273
2025-11-09T17:12:49.852000+00:00,9869,18,15,1273
2025-11-09T17:12:49.852000+00:00,9869,43,14,1273
2025-11-09T17:12:50.326000+00:00,9869,18,16,1273
2025-11-09T17:12:50.326000+00:00,9869,22,15,1273
2025-11-09T17:12:50.809000+00:00,9869,18,17,1273
2025-11-09T17:12:50.809000+00:00,9869,31,16,1273
2025-11-09T17:12:51.401000+00:00,9869,44,17,1273
2025-11-09T17:12:51.401000+00:00,9869,18,18,1273
2025-11-09T17:15:08.902000+00:00,9869,43,13,1273
2025-11-09T17:15:08.902000+00:00,9869,1,14,1273
2025-11-09T17:15:09.789000+00:00,9869,22,14,1273
2025-11-09T17:15:09.789000+00:00,9869,1,15,1273
2025-11-09T17:15:10.364000+00:00,9869,1,16,1273
2025-11-09T17:15:10.364000+00:00,9869,31,15,1273
2025-11-09T17:15:10.888000+00:00,9869,44,16,1273
2025-11-09T17:15:10.888000+00:00,9869,1,17,1273
2025-11-09T17:15:25.886000+00:00,9869,18,17,1273
2025-11-09T17:15:25.886000+00:00,9869,1,18,1273
2025-11-09T17:16:47.708000+00:00,9869,43,14,1273
2025-11-09T17:16:47.708000+00:00,9869,22,13,1273
2025-11-09T17:16:48.606000+00:00,9869,87,8,1273
2025-11-09T17:16:48.606000+00:00,9869,10,7,1273
2025-11-09T17:16:48.840000+00:00,9869,44,15,1273
2025-11-09T17:16:48.840000+00:00,9869,31,16,1273
2025-11-09T17:16:50.356000+00:00,9869,14,11,1273
2025-11-09T17:16:50.356000+00:00,9869,55,10,1273
2025-11-09T17:17:00+00:00,9869,18,18,1273
2025-11-09T17:17:00+00:00,9869,1,16,1273
2025-11-09T17:17:00+00:00,9869,31,17,1273
2025-11-09T17:17:00.386000+00:00,9869,18,17,1273
2025-11-09T17:17:00.386000+00:00,9869,31,18,1273
2025-11-09T17:17:00.922000+00:00,9869,63,5,1273
2025-11-09T17:17:00.922000+00:00,9869,30,6,1273
2025-11-09T17:17:01.417000+00:00,9869,87,7,1273
2025-11-09T17:17:01.417000+00:00,9869,10,8,1273
2025-11-09T17:17:03.867000+00:00,9869,10,9,1273
2025-11-09T17:17:03.867000+00:00,9869,23,8,1273
2025-11-09T17:17:10.048000+00:00,9869,10,8,1273
2025-11-09T17:17:10.048000+00:00,9869,23,9,1273
2025-11-09T17:19:18.803000+00:00,9869,44,14,1273
2025-11-09T17:19:18.803000+00:00,9869,43,15,1273
2025-11-09T17:19:18.891000+00:00,9869,44,15,1273
2025-11-09T17:19:18.891000+00:00,9869,43,14,1273
2025-11-09T17:20:45.403000+00:00,9869,6,5,1273
2025-11-09T17:20:45.403000+00:00,9869,63,4,1273
2025-11-09T17:21:48.266000+00:00,9869,30,7,1273
2025-11-09T17:21:48.266000+00:00,9869,87,6,1273
2025-11-09T17:21:54.634000+00:00,9869,44,16,1273
2025-11-09T17:21:54.634000+00:00,9869,1,15,1273
2025-11-09T17:23:05.540000+00:00,9869,43,15,1273
2025-11-09T17:23:05.540000+00:00,9869,1,14,1273
2025-11-09T17:24:24.803000+00:00,9869,22,14,1273
2025-11-09T17:24:24.803000+00:00,9869,1,13,1273
2025-11-09T17:24:26.435000+00:00,9869,44,17,1273
2025-11-09T17:24:26.435000+00:00,9869,18,16,1273
2025-11-09T17:24:41.857000+00:00,9869,44,18,1273
2025-11-09T17:24:41.857000+00:00,9869,31,17,1273
2025-11-09T17:26:55.786000+00:00,9869,27,13,1273
2025-11-09T17:26:55.786000+00:00,9869,1,12,1273
2025-11-09T17:28:04.329000+00:00,9869,30,6,1273
2025-11-09T17:28:04.329000+00:00,9869,87,7,1273
2025-11-09T17:28:04.967000+00:00,9869,87,8,1273
2025-11-09T17:28:04.967000+00:00,9869,10,7,1273
2025-11-09T17:28:05.596000+00:00,9869,87,9,1273
2025-11-09T17:28:05.596000+00:00,9869,23,8,1273
2025-11-09T17:28:07.542000+00:00,9869,14,12,1273
2025-11-09T17:28:07.542000+00:00,9869,55,11,1273
2025-11-09T17:28:07.542000+00:00,9869,1,10,1273
2025-11-09T17:28:07.670000+00:00,9869,14,11,1273
2025-11-09T17:28:07.670000+00:00,9869,55,12,1273
2025-11-09T17:28:08.308000+00:00,9869,27,12,1273
2025-11-09T17:28:08.308000+00:00,9869,55,13,1273
2025-11-09T17:28:08.905000+00:00,9869,55,14,1273
2025-11-09T17:28:08.905000+00:00,9869,22,13,1273
2025-11-09T17:28:11.757000+00:00,9869,87,10,1273
2025-11-09T17:28:11.757000+00:00,9869,1,9,1273
2025-11-09T17:28:12.050000+00:00,9869,87,11,1273
2025-11-09T17:28:12.050000+00:00,9869,14,10,1273
2025-11-09T17:28:12.771000+00:00,9869,87,12,1273
2025-11-09T17:28:12.771000+00:00,9869,27,11,1273
2025-11-09T17:28:13.269000+00:00,9869,87,13,1273
2025-11-09T17:28:13.269000+00:00,9869,22,12,1273
2025-11-09T17:28:15.457000+00:00,9869,87,14,1273
2025-11-09T17:28:15.457000+00:00,9869,55,15,1273
2025-11-09T17:28:15.457000+00:00,9869,43,13,1273
2025-11-09T17:28:17.563000+00:00,9869,87,15,1273
2025-11-09T17:28:17.563000+00:00,9869,18,14,1273
2025-11-09T17:28:17.563000+00:00,9869,55,16,1273
2025-11-09T17:28:27.807000+00:00,9869,87,16,1273
2025-11-09T17:28:27.807000+00:00,9869,55,17,1273
2025-11-09T17:28:27.807000+00:00,9869,31,15,1273
2025-11-09T17:28:33.040000+00:00,9869,44,17,1273
2025-11-09T17:28:33.040000+00:00,9869,55,18,1273
2025-11-09T17:29:20.243000+00:00,9869,6,6,1273
2025-11-09T17:29:20.243000+00:00,9869,30,5,1273
2025-11-09T17:29:21.443000+00:00,9869,6,7,1273
2025-11-09T17:29:21.443000+00:00,9869,10,8,1273
2025-11-09T17:29:21.443000+00:00,9869,23,6,1273
2025-11-09T17:29:22.587000+00:00,9869,10,9,1273
2025-11-09T17:29:22.587000+00:00,9869,1,8,1273
2025-11-09T17:29:23.804000+00:00,9869,10,10,1273
2025-11-09T17:29:23.804000+00:00,9869,14,9,1273
2025-11-09T17:29:24.339000+00:00,9869,10,11,1273
2025-11-09T17:29:24.339000+00:00,9869,27,10,1273
2025-11-09T17:29:26.952000+00:00,9869,6,8,1273
2025-11-09T17:29:26.952000+00:00,9869,1,7,1273
2025-11-09T17:29:28.305000+00:00,9869,6,9,1273
2025-11-09T17:29:28.305000+00:00,9869,14,8,1273
2025-11-09T17:29:28.853000+00:00,9869,6,10,1273
2025-11-09T17:29:28.853000+00:00,9869,27,9,1273
2025-11-09T17:29:29.372000+00:00,9869,6,11,1273
2025-11-09T17:29:29.372000+00:00,9869,10,12,1273
2025-11-09T17:29:29.372000+00:00,9869,22,10,1273
2025-11-09T17:29:31.718000+00:00,9869,6,12,1273
2025-11-09T17:29:31.718000+00:00,9869,10,13,1273
2025-11-09T17:29:31.718000+00:00,9869,43,11,1273
2025-11-09T17:29:33.140000+00:00,9869,6,13,1273
2025-11-09T17:29:33.140000+00:00,9869,10,14,1273
2025-11-09T17:29:33.140000+00:00,9869,18,12,1273
2025-11-09T17:29:38.910000+00:00,9869,16,18,1273
2025-11-09T17:29:38.910000+00:00,9869,87,15,1273
2025-11-09T17:29:38.910000+00:00,9869,44,16,1273
2025-11-09T17:29:38.910000+00:00,9869,55,17,1273
2025-11-09T17:29:38.910000+00:00,9869,5,19,1273
2025-11-09T17:29:38.910000+00:00,9869,31,20,1273
2025-11-09T17:29:38.934000+00:00,9869,16,19,1273
2025-11-09T17:29:38.934000+00:00,9869,44,17,1273
2025-11-09T17:29:38.934000+00:00,9869,55,18,1273
2025-11-09T17:29:38.934000+00:00,9869,5,20,1273
2025-11-09T17:29:38.934000+00:00,9869,31,16,1273
2025-11-09T17:29:43.175000+00:00,9869,87,14,1273
2025-11-09T17:29:43.175000+00:00,9869,10,15,1273
2025-11-09T17:29:43.724000+00:00,9869,10,16,1273
2025-11-09T17:29:43.724000+00:00,9869,31,15,1273
2025-11-09T17:29:55.420000+00:00,9869,6,14,1273
2025-11-09T17:29:55.420000+00:00,9869,87,13,1273
2025-11-09T17:29:56.238000+00:00,9869,6,15,1273
2025-11-09T17:29:56.238000+00:00,9869,31,14,1273
2025-11-09T17:30:37.120000+00:00,9869,30,6,1273
2025-11-09T17:30:37.120000+00:00,9869,23,5,1273
2025-11-09T17:30:37.729000+00:00,9869,30,7,1273
2025-11-09T17:30:37.729000+00:00,9869,1,6,1273
2025-11-09T17:30:39.625000+00:00,9869,30,8,1273
2025-11-09T17:30:39.625000+00:00,9869,14,7,1273
2025-11-09T17:30:39.963000+00:00,9869,30,9,1273
2025-11-09T17:30:39.963000+00:00,9869,27,8,1273
2025-11-09T17:30:45.170000+00:00,9869,30,10,1273
2025-11-09T17:30:45.170000+00:00,9869,22,9,1273
2025-11-09T17:30:47.139000+00:00,9869,30,11,1273
2025-11-09T17:30:47.139000+00:00,9869,43,10,1273
2025-11-09T17:30:48.792000+00:00,9869,30,12,1273
2025-11-09T17:30:48.792000+00:00,9869,18,11,1273
2025-11-09T17:30:57.179000+00:00,9869,30,13,1273
2025-11-09T17:30:57.179000+00:00,9869,87,12,1273
2025-11-09T17:30:59.150000+00:00,9869,30,14,1273
2025-11-09T17:30:59.150000+00:00,9869,31,13,1273
2025-11-09T17:31:02.851000+00:00,9869,44,18,1273
2025-11-09T17:31:02.851000+00:00,9869,55,17,1273
2025-11-09T17:31:12.938000+00:00,9869,6,14,1273
2025-11-09T17:31:12.938000+00:00,9869,30,15,1273
2025-11-09T17:31:13.527000+00:00,9869,30,16,1273
2025-11-09T17:31:13.527000+00:00,9869,10,15,1273
2025-11-09T17:31:56.993000+00:00,9869,23,6,1273
2025-11-09T17:31:56.993000+00:00,9869,1,5,1273
2025-11-09T17:32:00.491000+00:00,9869,27,7,1273
2025-11-09T17:32:00.491000+00:00,9869,14,8,1273
2025-11-09T17:32:00.513000+00:00,9869,27,8,1273
2025-11-09T17:32:00.513000+00:00,9869,14,7,1273
2025-11-09T17:32:12.725000+00:00,9869,27,7,1273
2025-11-09T17:32:12.725000+00:00,9869,14,8,1273
2025-11-09T17:32:58.618000+00:00,9869,12,4,1273
2025-11-09T17:32:58.618000+00:00,9869,63,3,1273
2025-11-09T17:33:12.055000+00:00,9869,12,5,1273
2025-11-09T17:33:12.055000+00:00,9869,1,4,1273
2025-11-09T17:33:13.483000+00:00,9869,12,6,1273
2025-11-09T17:33:13.483000+00:00,9869,23,5,1273
2025-11-09T17:33:15.474000+00:00,9869,12,7,1273
2025-11-09T17:33:15.474000+00:00,9869,27,6,1273
2025-11-09T17:33:16.738000+00:00,9869,12,8,1273
2025-11-09T17:33:16.738000+00:00,9869,14,7,1273
2025-11-09T17:33:17.217000+00:00,9869,12,9,1273
2025-11-09T17:33:17.217000+00:00,9869,22,8,1273
2025-11-09T17:33:19.075000+00:00,9869,12,10,1273
2025-11-09T17:33:19.075000+00:00,9869,43,9,1273
2025-11-09T17:33:20.426000+00:00,9869,12,11,1273
2025-11-09T17:33:20.426000+00:00,9869,18,10,1273
2025-11-09T17:33:29.292000+00:00,9869,6,13,1273
2025-11-09T17:33:29.292000+00:00,9869,31,14,1273
2025-11-09T17:33:50.637000+00:00,9869,10,14,1273
2025-11-09T17:33:50.637000+00:00,9869,31,15,1273
2025-11-09T17:34:19.525000+00:00,9869,30,15,1273
2025-11-09T17:34:19.525000+00:00,9869,31,16,1273
2025-11-09T17:34:46.388000+00:00,9869,55,16,1273
2025-11-09T17:34:46.388000+00:00,9869,31,17,1273
2025-11-09T17:34:57.480000+00:00,9869,12,10,1273
2025-11-09T17:34:57.480000+00:00,9869,18,11,1273
2025-11-09T17:35:46.796000+00:00,9869,12,9,1273
2025-11-09T17:35:46.796000+00:00,9869,43,10,1273
2025-11-09T17:37:01.531000+00:00,9869,12,8,1273
2025-11-09T17:37:01.531000+00:00,9869,22,9,1273
2025-11-09T17:37:03.304000+00:00,9869,43,9,1273
2025-11-09T17:37:03.304000+00:00,9869,22,10,1273
2025-11-09T17:37:04.458000+00:00,9869,18,10,1273
2025-11-09T17:37:04.458000+00:00,9869,22,11,1273
2025-11-09T17:37:05.094000+00:00,9869,87,11,1273
2025-11-09T17:37:05.094000+00:00,9869,22,12,1273
2025-11-09T17:37:13.257000+00:00,9869,6,12,1273
2025-11-09T17:37:13.257000+00:00,9869,22,13,1273
2025-11-09T17:37:13.730000+00:00,9869,10,13,1273
2025-11-09T17:37:13.730000+00:00,9869,22,14,1273
2025-11-09T17:37:14.986000+00:00,9869,30,14,1273
2025-11-09T17:37:14.986000+00:00,9869,22,15,1273
2025-11-09T17:37:16.439000+00:00,9869,55,15,1273
2025-11-09T17:37:16.439000+00:00,9869,22,16,1273
2025-11-09T17:37:17.876000+00:00,9869,22,17,1273
2025-11-09T17:37:17.876000+00:00,9869,31,16,1273
2025-11-09T17:37:22.112000+00:00,9869,44,17,1273
2025-11-09T17:37:22.112000+00:00,9869,22,18,1273
2025-11-09T17:38:16.970000+00:00,9869,12,7,1273
2025-11-09T17:38:16.970000+00:00,9869,14,8,1273
2025-11-09T17:38:20.270000+00:00,9869,87,10,1273
2025-11-09T17:38:20.270000+00:00,9869,18,11,1273
2025-11-09T17:39:39.668000+00:00,9869,87,9,1273
2025-11-09T17:39:39.668000+00:00,9869,43,10,1273
2025-11-09T17:39:42.922000+00:00,9869,6,13,1273
2025-11-09T17:39:42.922000+00:00,9869,10,12,1273
2025-11-09T17:39:57.955000+00:00,9869,6,12,1273
2025-11-09T17:39:57.955000+00:00,9869,10,13,1273
2025-11-09T17:42:04.178000+00:00,9869,12,6,1273
2025-11-09T17:42:04.178000+00:00,9869,27,7,1273
2025-11-09T17:42:05.828000+00:00,9869,87,8,1273
2025-11-09T17:42:05.828000+00:00,9869,14,9,1273
2025-11-09T17:42:07.955000+00:00,9869,14,10,1273
2025-11-09T17:42:07.955000+00:00,9869,43,9,1273
2025-11-09T17:42:08.487000+00:00,9869,14,11,1273
2025-11-09T17:42:08.487000+00:00,9869,18,10,1273
2025-11-09T17:42:14.278000+00:00,9869,6,11,1273
2025-11-09T17:42:14.278000+00:00,9869,14,12,1273
2025-11-09T17:42:14.772000+00:00,9869,10,12,1273
2025-11-09T17:42:14.772000+00:00,9869,14,13,1273
2025-11-09T17:42:15.573000+00:00,9869,30,13,1273
2025-11-09T17:42:15.573000+00:00,9869,14,14,1273
2025-11-09T17:42:17.053000+00:00,9869,14,15,1273
2025-11-09T17:42:17.053000+00:00,9869,55,14,1273
2025-11-09T17:42:19.808000+00:00,9869,14,16,1273
2025-11-09T17:42:19.808000+00:00,9869,31,15,1273
2025-11-09T17:42:25.496000+00:00,9869,14,17,1273
2025-11-09T17:42:25.496000+00:00,9869,44,16,1273
2025-11-09T17:43:19.450000+00:00,9869,12,5,1273
2025-11-09T17:43:19.450000+00:00,9869,23,6,1273
2025-11-09T17:43:25.202000+00:00,9869,6,9,1273
2025-11-09T17:43:25.202000+00:00,9869,18,11,1273
2025-11-09T17:43:25.202000+00:00,9869,43,10,1273
2025-11-09T17:43:25.582000+00:00,9869,10,10,1273
2025-11-09T17:43:25.582000+00:00,9869,18,12,1273
2025-11-09T17:43:25.582000+00:00,9869,43,11,1273
2025-11-09T17:43:26.271000+00:00,9869,30,11,1273
2025-11-09T17:43:26.271000+00:00,9869,18,13,1273
2025-11-09T17:43:26.271000+00:00,9869,43,12,1273
2025-11-09T17:43:27.970000+00:00,9869,18,14,1273
2025-11-09T17:43:27.970000+00:00,9869,55,13,1273
2025-11-09T17:43:32.196000+00:00,9869,55,12,1273
2025-11-09T17:43:32.196000+00:00,9869,43,13,1273
2025-11-09T17:43:35.481000+00:00,9869,18,15,1273
2025-11-09T17:43:35.481000+00:00,9869,43,14,1273
2025-11-09T17:43:35.481000+00:00,9869,31,13,1273
2025-11-09T17:43:41.070000+00:00,9869,44,14,1273
2025-11-09T17:43:41.070000+00:00,9869,18,16,1273
2025-11-09T17:43:41.070000+00:00,9869,43,15,1273
2025-11-09T17:43:47.509000+00:00,9869,14,15,1273
2025-11-09T17:43:47.509000+00:00,9869,18,17,1273
2025-11-09T17:43:47.509000+00:00,9869,43,16,1273
2025-11-09T17:44:03.005000+00:00,9869,18,18,1273
2025-11-09T17:44:03.005000+00:00,9869,22,17,1273
2025-11-09T17:44:13.272000+00:00,9869,4,2,1273
2025-11-09T17:44:13.272000+00:00,9869,81,1,1273
2025-11-09T17:44:21.184000+00:00,9869,4,3,1273
2025-11-09T17:44:21.184000+00:00,9869,63,2,1273
2025-11-09T17:44:39.274000+00:00,9869,4,4,1273
2025-11-09T17:44:39.274000+00:00,9869,1,3,1273
2025-11-09T17:45:18.237000+00:00,9869,18,17,1273
2025-11-09T17:45:18.237000+00:00,9869,22,18,1273
2025-11-09T17:46:52.980000+00:00,9869,4,3,1273
2025-11-09T17:46:52.980000+00:00,9869,1,4,1273
2025-11-09T17:47:26.384000+00:00,9869,14,14,1273
2025-11-09T17:47:26.384000+00:00,9869,44,15,1273
2025-11-09T17:47:33.394000+00:00,9869,44,16,1273
2025-11-09T17:47:33.394000+00:00,9869,43,15,1273
2025-11-09T17:47:34.848000+00:00,9869,44,17,1273
2025-11-09T17:47:34.848000+00:00,9869,18,16,1273
2025-11-09T17:47:36.384000+00:00,9869,44,18,1273
2025-11-09T17:47:36.384000+00:00,9869,22,17,1273
2025-11-09T17:48:24.088000+00:00,9869,27,6,1273
2025-11-09T17:48:24.088000+00:00,9869,23,7,1273
2025-11-09T17:48:42.446000+00:00,9869,6,10,1273
2025-11-09T17:48:42.446000+00:00,9869,10,9,1273
2025-11-09T17:48:44.424000+00:00,9869,6,9,1273
2025-11-09T17:48:44.424000+00:00,9869,10,10,1273
2025-11-09T17:49:21.424000+00:00,9869,4,2,1273
2025-11-09T17:49:21.424000+00:00,9869,63,3,1273
2025-11-09T17:49:27.357000+00:00,9869,12,4,1273
2025-11-09T17:49:27.357000+00:00,9869,1,5,1273
2025-11-09T17:49:31.788000+00:00,9869,12,3,1273
2025-11-09T17:49:31.788000+00:00,9869,63,4,1273
2025-11-09T17:49:39.827000+00:00,9869,63,5,1273
2025-11-09T17:49:39.827000+00:00,9869,27,4,1273
2025-11-09T17:49:39.827000+00:00,9869,1,6,1273
2025-11-09T17:49:41.010000+00:00,9869,63,6,1273
2025-11-09T17:49:41.010000+00:00,9869,87,5,1273
2025-11-09T17:49:41.010000+00:00,9869,23,8,1273
2025-11-09T17:49:41.010000+00:00,9869,1,7,1273
2025-11-09T17:49:41.295000+00:00,9869,63,7,1273
2025-11-09T17:49:41.295000+00:00,9869,23,6,1273
2025-11-09T17:49:41.295000+00:00,9869,1,8,1273
2025-11-09T17:49:45.296000+00:00,9869,6,8,1273
2025-11-09T17:49:45.296000+00:00,9869,1,9,1273
2025-11-09T17:49:45.733000+00:00,9869,10,9,1273
2025-11-09T17:49:45.733000+00:00,9869,1,10,1273
2025-11-09T17:49:46.686000+00:00,9869,30,10,1273
2025-11-09T17:49:46.686000+00:00,9869,1,11,1273
2025-11-09T17:50:01.258000+00:00,9869,55,11,1273
2025-11-09T17:50:01.258000+00:00,9869,1,12,1273
2025-11-09T17:50:53.470000+00:00,9869,63,6,1273
2025-11-09T17:50:53.470000+00:00,9869,23,7,1273
2025-11-09T17:50:56.516000+00:00,9869,6,7,1273
2025-11-09T17:50:56.516000+00:00,9869,23,8,1273
2025-11-09T17:50:57.112000+00:00,9869,10,8,1273
2025-11-09T17:50:57.112000+00:00,9869,23,9,1273
2025-11-09T17:50:59.888000+00:00,9869,55,12,1273
2025-11-09T17:50:59.888000+00:00,9869,1,11,1273
2025-11-09T17:51:02.050000+00:00,9869,30,9,1273
2025-11-09T17:51:02.050000+00:00,9869,23,10,1273
2025-11-09T17:51:03.911000+00:00,9869,23,11,1273
2025-11-09T17:51:03.911000+00:00,9869,1,10,1273
2025-11-09T17:51:04.349000+00:00,9869,23,12,1273
2025-11-09T17:51:04.349000+00:00,9869,55,11,1273
2025-11-09T17:51:07.718000+00:00,9869,23,13,1273
2025-11-09T17:51:07.718000+00:00,9869,31,12,1273
2025-11-09T17:51:14.630000+00:00,9869,14,13,1273
2025-11-09T17:51:14.630000+00:00,9869,23,14,1273
2025-11-09T17:51:17.156000+00:00,9869,23,15,1273
2025-11-09T17:51:17.156000+00:00,9869,43,14,1273
2025-11-09T17:51:30.830000+00:00,9869,23,16,1273
2025-11-09T17:51:30.830000+00:00,9869,18,15,1273
2025-11-09T17:52:06.385000+00:00,9869,87,4,1273
