date,session_key,meeting_key,driver_number,position
2025-11-08T13:15:12.236000+00:00,9864,1273,4,1
2025-11-08T13:15:12.236000+00:00,9864,1273,12,2
2025-11-08T13:15:12.236000+00:00,9864,1273,81,3
2025-11-08T13:15:12.236000+00:00,9864,1273,63,4
2025-11-08T13:15:12.236000+00:00,9864,1273,14,5
2025-11-08T13:15:12.236000+00:00,9864,1273,1,6
2025-11-08T13:15:12.236000+00:00,9864,1273,18,7
2025-11-08T13:15:12.236000+00:00,9864,1273,16,8
2025-11-08T13:15:12.236000+00:00,9864,1273,6,9
2025-11-08T13:15:12.236000+00:00,9864,1273,27,10
2025-11-08T13:15:12.236000+00:00,9864,1273,44,11
2025-11-08T13:15:12.236000+00:00,9864,1273,23,12
2025-11-08T13:15:12.236000+00:00,9864,1273,10,13
2025-11-08T13:15:12.236000+00:00,9864,1273,5,14
2025-11-08T13:15:12.236000+00:00,9864,1273,87,15
2025-11-08T13:15:12.236000+00:00,9864,1273,43,16
2025-11-08T13:15:12.236000+00:00,9864,1273,30,17
2025-11-08T13:15:12.236000+00:00,9864,1273,31,18
2025-11-08T13:15:12.236000+00:00,9864,1273,22,19
2025-11-08T13:15:12.236000+00:00,9864,1273,55,20
2025-11-08T14:03:30.621000+00:00,9864,1273,14,6
2025-11-08T14:03:30.621000+00:00,9864,1273,1,5
2025-11-08T14:03:30.973000+00:00,9864,1273,18,8
2025-11-08T14:03:30.973000+00:00,9864,1273,16,7
2025-11-08T14:03:31.463000+00:00,9864,1273,6,10
2025-11-08T14:03:31.463000+00:00,9864,1273,27,9
2025-11-08T14:03:31.503000+00:00,9864,1273,6,11
2025-11-08T14:03:31.503000+00:00,9864,1273,44,12
2025-11-08T14:03:31.503000+00:00,9864,1273,23,13
2025-11-08T14:03:31.503000+00:00,9864,1273,10,10
2025-11-08T14:03:31.537000+00:00,9864,1273,6,12
2025-11-08T14:03:31.537000+00:00,9864,1273,27,10
2025-11-08T14:03:31.537000+00:00,9864,1273,44,9
2025-11-08T14:03:31.537000+00:00,9864,1273,10,11
2025-11-08T14:03:31.920000+00:00,9864,1273,6,13
2025-11-08T14:03:31.920000+00:00,9864,1273,23,12
2025-11-08T14:03:32.129000+00:00,9864,1273,5,15
2025-11-08T14:03:32.129000+00:00,9864,1273,87,14
2025-11-08T14:03:32.205000+00:00,9864,1273,5,16
2025-11-08T14:03:32.205000+00:00,9864,1273,43,15
2025-11-08T14:03:36.215000+00:00,9864,1273,14,7
2025-11-08T14:03:36.215000+00:00,9864,1273,16,6
2025-11-08T14:03:36.223000+00:00,9864,1273,14,6
2025-11-08T14:03:36.223000+00:00,9864,1273,16,7
2025-11-08T14:03:36.545000+00:00,9864,1273,18,9
2025-11-08T14:03:36.545000+00:00,9864,1273,44,8
2025-11-08T14:03:37.751000+00:00,9864,1273,87,15
2025-11-08T14:03:37.751000+00:00,9864,1273,43,14
2025-11-08T14:03:45.180000+00:00,9864,1273,5,15
2025-11-08T14:03:45.180000+00:00,9864,1273,87,16
2025-11-08T14:03:50.437000+00:00,9864,1273,87,17
2025-11-08T14:03:50.437000+00:00,9864,1273,30,16
2025-11-08T14:03:50.446000+00:00,9864,1273,87,16
2025-11-08T14:03:50.446000+00:00,9864,1273,30,17
2025-11-08T14:03:58.615000+00:00,9864,1273,87,17
2025-11-08T14:03:58.615000+00:00,9864,1273,30,16
2025-11-08T14:04:03.683000+00:00,9864,1273,87,18
2025-11-08T14:04:03.683000+00:00,9864,1273,31,17
2025-11-08T14:09:54.433000+00:00,9864,1273,81,4
2025-11-08T14:09:54.433000+00:00,9864,1273,63,3
2025-11-08T14:09:56.656000+00:00,9864,1273,81,5
2025-11-08T14:09:56.656000+00:00,9864,1273,1,4
2025-11-08T14:09:57.456000+00:00,9864,1273,81,6
2025-11-08T14:09:57.456000+00:00,9864,1273,14,5
2025-11-08T14:09:58.191000+00:00,9864,1273,81,7
2025-11-08T14:09:58.191000+00:00,9864,1273,16,6
2025-11-08T14:09:58.554000+00:00,9864,1273,81,8
2025-11-08T14:09:58.554000+00:00,9864,1273,44,7
2025-11-08T14:09:59.238000+00:00,9864,1273,81,9
2025-11-08T14:09:59.238000+00:00,9864,1273,18,8
2025-11-08T14:10:01.906000+00:00,9864,1273,81,10
2025-11-08T14:10:01.906000+00:00,9864,1273,27,11
