date,session_key,driver_number,meeting_key,pit_duration,lap_number
2025-02-26T07:00:03.919000+00:00,9683,12,1253,,1
2025-02-26T07:00:14.061000+00:00,9683,14,1253,,1
2025-02-26T07:00:27.627000+00:00,9683,27,1253,,1
2025-02-26T07:00:40.874000+00:00,9683,22,1253,,1
2025-02-26T07:00:58.584000+00:00,9683,44,1253,,1
2025-02-26T07:01:12.698000+00:00,9683,7,1253,,1
2025-02-26T07:01:22.912000+00:00,9683,30,1253,,1
2025-02-26T07:01:35.760000+00:00,9683,81,1253,,1
2025-02-26T07:01:44.968000+00:00,9683,87,1253,,1
2025-02-26T07:03:59.112000+00:00,9683,7,1253,35.0,2
2025-02-26T07:07:11.719000+00:00,9683,23,1253,,1
2025-02-26T07:07:58.994000+00:00,9683,22,1253,83.9,4
2025-02-26T07:09:28.294000+00:00,9683,12,1253,30.3,6
2025-02-26T07:14:35.992000+00:00,9683,22,1253,41.7,7
2025-02-26T07:14:56.343000+00:00,9683,14,1253,648.1,3
2025-02-26T07:15:37.110000+00:00,9683,23,1253,381.2,2
2025-02-26T07:16:33.245000+00:00,9683,81,1253,783.4,2
2025-02-26T07:16:56.440000+00:00,9683,7,1253,653.1,3
2025-02-26T07:18:32.369000+00:00,9683,23,1253,58.9,3
2025-02-26T07:20:33.201000+00:00,9683,87,1253,1018.5,2
2025-02-26T07:21:51.311000+00:00,9683,23,1253,82.2,4
2025-02-26T07:23:07.131000+00:00,9683,81,1253,282.5,3
2025-02-26T07:25:25.922000+00:00,9683,81,1253,30.0,4
2025-02-26T07:25:49.658000+00:00,9683,27,1253,1409.6,2
2025-02-26T07:29:08.610000+00:00,9683,7,1253,33.4,9
2025-02-26T07:30:54.772000+00:00,9683,44,1253,1260.1,6
2025-02-26T07:31:39.336000+00:00,9683,27,1253,37.2,5
2025-02-26T07:32:36.834000+00:00,9683,30,1253,1466.8,5
2025-02-26T07:34:17.588000+00:00,9683,81,1253,420.5,5
2025-02-26T07:34:58.538000+00:00,9683,23,1253,675.5,5
2025-02-26T07:35:02.465000+00:00,9683,22,1253,878.8,10
2025-02-26T07:37:39.239000+00:00,9683,27,1253,27.1,8
2025-02-26T07:38:57.049000+00:00,9683,87,1253,612.0,7
2025-02-26T07:40:04.515000+00:00,9683,14,1253,1278.1,5
2025-02-26T07:40:41.192000+00:00,9683,44,1253,35.4,11
2025-02-26T07:44:37.662000+00:00,9683,12,1253,1990.2,7
2025-02-26T07:47:00.850000+00:00,9683,30,1253,474.8,9
2025-02-26T07:48:50.595000+00:00,9683,22,1253,22.6,17
2025-02-26T07:48:58.115000+00:00,9683,7,1253,568.3,15
2025-02-26T07:49:24.142000+00:00,9683,81,1253,794.6,6
2025-02-26T07:54:31.714000+00:00,9683,12,1253,57.3,12
2025-02-26T07:54:34.005000+00:00,9683,23,1253,966.9,7
2025-02-26T07:57:08.293000+00:00,9683,44,1253,877.0,12
2025-02-26T08:02:08.338000+00:00,9683,81,1253,643.6,7
2025-02-26T08:08:11.035000+00:00,9683,44,1253,32.0,17
2025-02-26T08:11:47.895000+00:00,9683,87,1253,1466.6,12
2025-02-26T08:17:57.718000+00:00,9683,81,1253,827.7,8
2025-02-26T08:19:15.240000+00:00,9683,30,1253,1309.1,14
2025-02-26T08:19:27.053000+00:00,9683,27,1253,1614.1,17
2025-02-26T08:25:35.271000+00:00,9683,30,1253,33.8,17
2025-02-26T08:29:08.598000+00:00,9683,27,1253,26.4,22
2025-02-26T08:29:11.259000+00:00,9683,23,1253,1539.9,12
2025-02-26T08:29:14.839000+00:00,9683,81,1253,30.3,14
2025-02-26T08:29:34.256000+00:00,9683,22,1253,1744.5,24
2025-02-26T08:30:37.033000+00:00,9683,44,1253,811.9,22
2025-02-26T08:31:33.436000+00:00,9683,12,1253,1671.7,17
2025-02-26T08:36:34.130000+00:00,9683,14,1253,2432.0,14
2025-02-26T08:40:29.539000+00:00,9683,81,1253,557.3,15
2025-02-26T08:41:29.421000+00:00,9683,22,1253,21.2,30
2025-02-26T08:41:34.374000+00:00,9683,44,1253,38.0,27
2025-02-26T08:42:39.680000+00:00,9683,12,1253,32.8,23
2025-02-26T08:42:55.784000+00:00,9683,7,1253,2171.8,25
2025-02-26T08:43:12.609000+00:00,9683,23,1253,29.2,19
2025-02-26T08:43:15.442000+00:00,9683,81,1253,29.2,16
2025-02-26T08:45:40.332000+00:00,9683,81,1253,27.1,17
2025-02-26T08:53:42.703000+00:00,9683,12,1253,39.8,29
2025-02-26T08:56:39.428000+00:00,9683,87,1253,1227.8,27
2025-02-26T08:57:33.925000+00:00,9683,30,1253,883.3,27
2025-02-26T08:59:11.198000+00:00,9683,81,1253,700.1,18
2025-02-26T09:01:01.437000+00:00,9683,27,1253,1116.7,30
2025-02-26T09:02:57.067000+00:00,9683,7,1253,499.4,31
2025-02-26T09:03:35.430000+00:00,9683,30,1253,35.3,30
2025-02-26T09:06:37.211000+00:00,9683,44,1253,969.1,32
2025-02-26T09:07:05.919000+00:00,9683,23,1253,744.1,26
2025-02-26T09:09:09.719000+00:00,9683,22,1253,980.2,37
2025-02-26T09:09:10.863000+00:00,9683,7,1253,28.4,34
2025-02-26T09:10:27.194000+00:00,9683,27,1253,26.4,35
2025-02-26T09:10:30.019000+00:00,9683,81,1253,25.8,24
2025-02-26T09:13:28.710000+00:00,9683,22,1253,33.7,39
2025-02-26T09:17:12.142000+00:00,9683,23,1253,27.7,31
2025-02-26T09:17:37.248000+00:00,9683,44,1253,32.8,37
2025-02-26T09:20:09.888000+00:00,9683,22,1253,49.6,42
2025-02-26T09:23:59.939000+00:00,9683,7,1253,533.3,37
2025-02-26T09:24:08.297000+00:00,9683,12,1253,1217.8,35
2025-02-26T09:29:55.647000+00:00,9683,12,1253,29.9,38
2025-02-26T09:30:07.924000+00:00,9683,7,1253,28.3,40
2025-02-26T09:38:39.168000+00:00,9683,87,1253,1050.3,42
2025-02-26T09:42:38.443000+00:00,9683,81,1253,972.4,34
2025-02-26T09:45:17.681000+00:00,9683,27,1253,1304.9,43
2025-02-26T09:47:28.832000+00:00,9683,14,1253,3601.9,20
2025-02-26T09:49:11.923000+00:00,9683,30,1253,1690.8,40
2025-02-26T09:53:57.248000+00:00,9683,14,1253,198.2,22
2025-02-26T09:54:03.647000+00:00,9683,44,1253,1662.1,42
2025-02-26T09:54:14.887000+00:00,9683,81,1253,38.6,40
2025-02-26T09:54:32.268000+00:00,9683,7,1253,1139.8,43
2025-02-26T09:54:44.544000+00:00,9683,27,1253,27.8,48
2025-02-26T09:56:07.241000+00:00,9683,22,1253,1471.2,49
2025-02-26T09:57:50.761000+00:00,9683,30,1253,47.7,44
2025-02-26T10:00:23.955000+00:00,9683,23,1253,1710.2,40
2025-02-26T10:01:43.880000+00:00,9683,7,1253,212.5,45
2025-02-26T10:02:29.952000+00:00,9683,12,1253,674.7,51
2025-02-26T10:08:25.924000+00:00,9683,22,1253,37.3,55
2025-02-26T10:08:28.688000+00:00,9683,12,1253,37.9,54
2025-02-26T10:15:27.295000+00:00,9683,14,1253,443.7,30
2025-02-26T10:19:55.813000+00:00,9683,30,1253,1037.0,46
2025-02-26T10:20:10.611000+00:00,9683,23,1253,640.0,45
2025-02-26T10:22:03.573000+00:00,9683,44,1253,677.1,52
2025-02-26T10:23:37.276000+00:00,9683,87,1253,1223.3,57
2025-02-26T10:24:26.353000+00:00,9683,7,1253,571.5,53
2025-02-26T10:26:09.822000+00:00,9683,30,1253,34.6,49
2025-02-26T10:27:59.238000+00:00,9683,22,1253,481.4,62
2025-02-26T10:35:02.259000+00:00,9683,81,1253,1495.6,50
2025-02-26T10:35:26.853000+00:00,9683,23,1253,439.5,50
2025-02-26T10:39:39.635000+00:00,9683,12,1253,595.3,67
2025-02-26T10:40:01.354000+00:00,9683,22,1253,35.6,68
2025-02-26T10:40:27.308000+00:00,9683,14,1253,537.6,39
2025-02-26T10:45:55.567000+00:00,9683,12,1253,42.0,70
2025-02-26T10:46:47.022000+00:00,9683,7,1253,518.9,61
2025-02-26T10:47:31.663000+00:00,9683,44,1253,518.6,62
2025-02-26T10:48:40.571000+00:00,9683,81,1253,40.7,57
2025-02-26T10:49:03.575000+00:00,9683,23,1253,30.2,57
2025-02-26T10:57:28.917000+00:00,9683,22,1253,367.5,75
2025-02-26T12:19:44.456000+00:00,9683,6,1253,,1
2025-02-26T12:20:22.523000+00:00,9683,31,1253,,1
2025-02-26T12:25:12.803000+00:00,9683,1,1253,,1
2025-02-26T12:27:46.994000+00:00,9683,10,1253,,1
2025-02-26T12:28:38.034000+00:00,9683,5,1253,,1
2025-02-26T12:30:00.537000+00:00,9683,16,1253,,1
2025-02-26T12:37:22.045000+00:00,9683,1,1253,257.5,5
2025-02-26T12:39:36.403000+00:00,9683,5,1253,437.5,3
2025-02-26T12:39:39.527000+00:00,9683,18,1253,,1
2025-02-26T12:41:31.175000+00:00,9683,31,1253,1130.8,2
2025-02-26T12:41:38.451000+00:00,9683,6,1253,878.0,5
2025-02-26T12:42:11.726000+00:00,9683,10,1253,369.1,6
2025-02-26T12:47:17.882000+00:00,9683,1,1253,21.9,10
2025-02-26T12:49:56.329000+00:00,9683,63,1253,,1
2025-02-26T12:50:49.920000+00:00,9683,5,1253,444.0,5
2025-02-26T12:50:57.846000+00:00,9683,16,1253,731.5,6
2025-02-26T12:55:31.342000+00:00,9683,55,1253,,1
2025-02-26T12:57:57.814000+00:00,9683,18,1253,897.0,3
2025-02-26T12:59:43.597000+00:00,9683,16,1253,35.7,11
2025-02-26T13:01:09.167000+00:00,9683,55,1253,26.9,4
2025-02-26T13:01:18.614000+00:00,9683,10,1253,459.9,12
2025-02-26T13:02:02.602000+00:00,9683,6,1253,778.6,9
2025-02-26T13:03:22.320000+00:00,9683,4,1253,,1
2025-02-26T13:04:00.565000+00:00,9683,5,1253,549.0,7
2025-02-26T13:07:32.461000+00:00,9683,10,1253,30.6,15
2025-02-26T13:08:23.851000+00:00,9683,55,1253,231.4,6
2025-02-26T13:08:29.563000+00:00,9683,31,1253,619.1,12
2025-02-26T13:10:39.956000+00:00,9683,16,1253,539.0,12
2025-02-26T13:11:05.218000+00:00,9683,63,1253,863.1,5
2025-02-26T13:11:10.811000+00:00,9683,6,1253,114.5,13
2025-02-26T13:13:35.314000+00:00,9683,18,1253,385.9,8
2025-02-26T13:13:49.071000+00:00,9683,4,1253,422.8,3
2025-02-26T13:14:03.359000+00:00,9683,5,1253,362.7,9
2025-02-26T13:16:59.980000+00:00,9683,63,1253,32.2,8
2025-02-26T13:20:18.145000+00:00,9683,16,1253,33.1,17
2025-02-26T13:21:18.381000+00:00,9683,6,1253,38.3,18
2025-02-26T13:21:49.173000+00:00,9683,55,1253,22.8,13
2025-02-26T13:22:59.026000+00:00,9683,10,1253,605.3,18
2025-02-26T13:25:19.704000+00:00,9683,5,1253,453.8,11
2025-02-26T13:29:12.100000+00:00,9683,10,1253,29.7,21
2025-02-26T13:32:41.677000+00:00,9683,1,1253,1858.0,19
2025-02-26T13:37:21.619000+00:00,9683,5,1253,488.9,13
2025-02-26T13:38:46.844000+00:00,9683,18,1253,870.2,14
2025-02-26T13:38:52.840000+00:00,9683,1,1253,21.2,22
2025-02-26T13:39:49.408000+00:00,9683,16,1253,655.2,22
2025-02-26T13:43:18.969000+00:00,9683,4,1253,1564.7,5
2025-02-26T13:48:29.307000+00:00,9683,31,1253,919.2,27
2025-02-26T13:48:36.046000+00:00,9683,5,1253,462.5,15
2025-02-26T13:50:46.470000+00:00,9683,6,1253,788.2,28
2025-02-26T13:51:52.959000+00:00,9683,16,1253,38.4,28
2025-02-26T13:53:20.229000+00:00,9683,4,1253,402.3,7
2025-02-26T13:54:25.053000+00:00,9683,55,1253,1251.5,20
2025-02-26T13:57:35.551000+00:00,9683,10,1253,1498.1,23
2025-02-26T14:02:08.837000+00:00,9683,5,1253,602.8,17
2025-02-26T14:02:33.379000+00:00,9683,6,1253,47.9,34
2025-02-26T14:02:33.488000+00:00,9683,18,1253,668.8,21
2025-02-26T14:02:35.904000+00:00,9683,63,1253,1567.0,20
2025-02-26T14:03:33.966000+00:00,9683,10,1253,29.1,26
2025-02-26T14:03:36.361000+00:00,9683,55,1253,27.0,25
2025-02-26T15:10:03.931000+00:00,9683,10,1253,4019.1,27
2025-02-26T15:10:16.212000+00:00,9683,4,1253,5018.3,13
2025-02-26T15:10:27.426000+00:00,9683,6,1253,4122.1,35
2025-02-26T15:10:32.951000+00:00,9683,5,1253,4706.9,18
2025-02-26T15:10:35.937000+00:00,9683,1,1253,4540.4,32
2025-02-26T15:11:12.710000+00:00,9683,55,1253,4083.4,26
2025-02-26T15:11:46.291000+00:00,9683,31,1253,5916.1,37
2025-02-26T15:12:23.465000+00:00,9683,63,1253,5754.5,21
2025-02-26T15:15:38.114000+00:00,9683,16,1253,4517.7,33
2025-02-26T15:16:26.232000+00:00,9683,63,1253,25.9,23
2025-02-26T15:20:31.240000+00:00,9683,1,1253,21.6,37
2025-02-26T15:22:31.204000+00:00,9683,6,1253,45.0,41
2025-02-26T15:22:46.627000+00:00,9683,63,1253,35.6,26
2025-02-26T15:25:27.687000+00:00,9683,16,1253,32.3,38
2025-02-26T15:28:08.018000+00:00,9683,55,1253,467.4,31
2025-02-26T15:32:12.384000+00:00,9683,4,1253,649.7,19
2025-02-26T15:33:59.215000+00:00,9683,55,1253,28.5,34
2025-02-26T15:37:17.867000+00:00,9683,31,1253,544.4,47
2025-02-26T15:38:18.153000+00:00,9683,4,1253,25.6,22
2025-02-26T15:39:32.905000+00:00,9683,55,1253,22.3,37
2025-02-26T15:42:06.341000+00:00,9683,10,1253,654.3,40
2025-02-26T15:43:13.339000+00:00,9683,16,1253,568.5,43
2025-02-26T15:44:13.995000+00:00,9683,6,1253,616.0,48
2025-02-26T15:48:21.621000+00:00,9683,5,1253,960.3,31
2025-02-26T15:57:17.930000+00:00,9683,4,1253,24.1,34
2025-02-26T16:00:04.443000+00:00,9683,16,1253,30.1,53
2025-02-26T16:00:16.998000+00:00,9683,1,1253,1525.0,46
2025-02-26T16:01:42.904000+00:00,9683,63,1253,1152.0,38
2025-02-26T16:05:49.499000+00:00,9683,1,1253,21.1,49
2025-02-26T16:07:07.462000+00:00,9683,31,1253,27.4,65
2025-02-26T16:07:40.771000+00:00,9683,63,1253,30.9,41
2025-02-26T16:08:08.527000+00:00,9683,4,1253,558.0,35
2025-02-26T16:09:49.444000+00:00,9683,18,1253,8304.8,22
2025-02-26T16:12:56.910000+00:00,9683,10,1253,589.7,53
2025-02-26T16:13:54.410000+00:00,9683,55,1253,1171.9,46
2025-02-26T16:14:38.296000+00:00,9683,6,1253,1160.3,54
2025-02-26T16:17:11.257000+00:00,9683,16,1253,879.3,54
2025-02-26T16:24:30.434000+00:00,9683,31,1253,920.4,66
2025-02-26T16:25:22.277000+00:00,9683,55,1253,31.0,52
2025-02-26T16:28:07.063000+00:00,9683,5,1253,1078.7,44
2025-02-26T16:28:35.548000+00:00,9683,18,1253,521.5,28
2025-02-26T16:33:19.805000+00:00,9683,6,1253,329.1,61
2025-02-26T16:34:39.062000+00:00,9683,63,1253,451.9,53
2025-02-26T16:34:39.180000+00:00,9683,4,1253,34.0,51
2025-02-26T16:34:45.972000+00:00,9683,1,1253,583.9,61
2025-02-26T16:37:29.337000+00:00,9683,5,1253,22.3,49
2025-02-26T16:38:49.128000+00:00,9683,1,1253,21.1,63
2025-02-26T16:40:23.150000+00:00,9683,63,1253,29.9,56
2025-02-26T16:43:39.751000+00:00,9683,10,1253,556.2,66
2025-02-26T16:46:12.041000+00:00,9683,10,1253,28.5,67
2025-02-26T16:46:43.208000+00:00,9683,55,1253,379.7,61
2025-02-26T16:46:54.346000+00:00,9683,6,1253,25.6,69
2025-02-26T16:47:14.110000+00:00,9683,5,1253,375.0,51
2025-02-26T16:48:19.038000+00:00,9683,10,1253,25.4,68
2025-02-26T16:49:06.564000+00:00,9683,55,1253,25.6,62
2025-02-26T16:49:17.708000+00:00,9683,6,1253,25.6,70
2025-02-26T16:49:19.989000+00:00,9683,18,1253,630.0,34
2025-02-26T16:50:29.147000+00:00,9683,16,1253,1003.9,64
2025-02-26T16:50:29.341000+00:00,9683,10,1253,27.5,69
2025-02-26T16:51:24.238000+00:00,9683,55,1253,25.3,63
2025-02-26T16:51:36.978000+00:00,9683,6,1253,24.5,71
2025-02-26T16:53:11.539000+00:00,9683,5,1253,31.2,54
2025-02-26T16:53:47.890000+00:00,9683,55,1253,25.4,64
2025-02-26T16:53:59.061000+00:00,9683,6,1253,24.7,72
2025-02-26T16:54:12.029000+00:00,9683,10,1253,28.6,71
2025-02-26T16:54:18.531000+00:00,9683,31,1253,22.2,84
2025-02-26T16:55:47.945000+00:00,9683,4,1253,1155.5,52
2025-02-26T16:56:06.455000+00:00,9683,55,1253,24.9,65
2025-02-26T16:56:21.503000+00:00,9683,6,1253,24.3,73
2025-02-26T16:56:28.930000+00:00,9683,10,1253,37.4,72
2025-02-26T16:56:47.699000+00:00,9683,31,1253,26.5,85
2025-02-26T16:58:36.524000+00:00,9683,55,1253,38.8,66
2025-02-26T16:58:40.139000+00:00,9683,6,1253,24.4,74
2025-02-26T16:58:59.294000+00:00,9683,31,1253,26.8,86
2025-03-14T01:30:03.187000+00:00,9686,27,1254,,1
2025-03-14T01:30:14.530000+00:00,9686,6,1254,,1
2025-03-14T01:30:15.871000+00:00,9686,4,1254,,1
2025-03-14T01:30:19.204000+00:00,9686,5,1254,,1
2025-03-14T01:30:28.407000+00:00,9686,10,1254,,1
2025-03-14T01:30:33.174000+00:00,9686,7,1254,,1
2025-03-14T01:30:38.774000+00:00,9686,18,1254,,1
2025-03-14T01:30:46.868000+00:00,9686,22,1254,,1
2025-03-14T01:30:56.223000+00:00,9686,1,1254,,1
2025-03-14T01:31:06.337000+00:00,9686,44,1254,,1
2025-03-14T01:31:13.571000+00:00,9686,16,1254,,1
2025-03-14T01:31:20.193000+00:00,9686,30,1254,,1
2025-03-14T01:31:26.405000+00:00,9686,87,1254,,1
2025-03-14T01:31:29.674000+00:00,9686,81,1254,,1
2025-03-14T01:31:38.356000+00:00,9686,12,1254,,1
2025-03-14T01:31:53.442000+00:00,9686,63,1254,,1
2025-03-14T01:32:07.814000+00:00,9686,27,1254,21.9,2
2025-03-14T01:32:11.414000+00:00,9686,14,1254,,1
2025-03-14T01:33:19.290000+00:00,9686,55,1254,,1
2025-03-14T01:34:10.468000+00:00,9686,31,1254,,1
2025-03-14T01:34:17.778000+00:00,9686,27,1254,30.8,3
2025-03-14T01:37:20.365000+00:00,9686,23,1254,,1
2025-03-14T01:40:23.379000+00:00,9686,22,1254,24.6,6
2025-03-14T01:42:02.141000+00:00,9686,63,1254,21.3,7
2025-03-14T01:42:50.762000+00:00,9686,10,1254,22.5,8
2025-03-14T01:43:04.659000+00:00,9686,12,1254,12.9,7
2025-03-14T01:43:10.712000+00:00,9686,27,1254,434.9,4
2025-03-14T01:44:13.515000+00:00,9686,30,1254,28.1,8
2025-03-14T01:44:17.442000+00:00,9686,6,1254,27.0,9
2025-03-14T01:46:57.084000+00:00,9686,5,1254,475.4,6
2025-03-14T01:47:49.484000+00:00,9686,7,1254,21.3,11
2025-03-14T01:48:02.636000+00:00,9686,81,1254,478.3,6
2025-03-14T01:55:03.450000+00:00,9686,81,1254,899.1,7
2025-03-14T01:55:05.026000+00:00,9686,4,1254,792.5,8
2025-03-14T01:55:05.065000+00:00,9686,16,1254,726.0,8
2025-03-14T01:55:10.001000+00:00,9686,44,1254,750.5,8
2025-03-14T01:55:21.588000+00:00,9686,22,1254,572.6,9
2025-03-14T01:55:22.465000+00:00,9686,5,1254,980.8,7
2025-03-14T01:55:30.593000+00:00,9686,6,1254,699.9,12
2025-03-14T01:56:10.692000+00:00,9686,1,1254,771.8,8
2025-03-14T01:56:21.032000+00:00,9686,27,1254,1225.2,8
2025-03-14T01:56:33.061000+00:00,9686,23,1254,860.4,4
2025-03-14T01:57:31.146000+00:00,9686,12,1254,574.6,10
2025-03-14T01:57:35.073000+00:00,9686,14,1254,857.9,8
2025-03-14T01:57:44.030000+00:00,9686,63,1254,963.1,11
2025-03-14T01:58:19.342000+00:00,9686,55,1254,,10
2025-03-14T01:58:35.447000+00:00,9686,18,1254,977.4,8
2025-03-14T02:00:55.415000+00:00,9686,10,1254,917.3,10
2025-03-14T02:01:14.604000+00:00,9686,30,1254,1049.2,11
2025-03-14T02:01:45.990000+00:00,9686,1,1254,23.8,11
2025-03-14T02:03:20.745000+00:00,9686,31,1254,1021.2,8
2025-03-14T02:04:10.369000+00:00,9686,16,1254,261.8,11
2025-03-14T02:04:39.444000+00:00,9686,87,1254,1012.1,11
2025-03-14T02:05:01.748000+00:00,9686,12,1254,12.9,14
2025-03-14T02:06:52.721000+00:00,9686,44,1254,432.4,11
2025-03-14T02:06:55.159000+00:00,9686,10,1254,12.9,13
2025-03-14T02:07:12.294000+00:00,9686,22,1254,275.2,14
2025-03-14T02:18:25.886000+00:00,9686,7,1254,1857.4,12
2025-03-14T02:19:02.061000+00:00,9686,63,1254,2240.9,17
2025-03-14T02:19:03.345000+00:00,9686,4,1254,953.0,13
2025-03-14T02:19:05.712000+00:00,9686,81,1254,972.3,12
2025-03-14T02:19:09.130000+00:00,9686,5,1254,703.4,14
2025-03-14T02:19:10.166000+00:00,9686,22,1254,993.1,15
2025-03-14T02:19:13.702000+00:00,9686,30,1254,2128.3,15
2025-03-14T02:19:17.967000+00:00,9686,44,1254,1177.6,12
2025-03-14T02:19:20.494000+00:00,9686,12,1254,871.3,16
2025-03-14T02:19:23.815000+00:00,9686,10,1254,761.3,14
2025-03-14T02:19:24.612000+00:00,9686,6,1254,1000.0,17
2025-03-14T02:19:25.939000+00:00,9686,23,1254,2233.2,11
2025-03-14T02:19:27.816000+00:00,9686,55,1254,,16
2025-03-14T02:19:29.957000+00:00,9686,27,1254,1094.8,11
2025-03-14T02:19:52.589000+00:00,9686,1,1254,863.4,13
2025-03-14T02:20:06.628000+00:00,9686,16,1254,1218.0,14
2025-03-14T02:20:19.381000+00:00,9686,14,1254,2222.2,15
2025-03-14T02:21:55.783000+00:00,9686,18,1254,2377.7,14
2025-03-14T02:24:45.619000+00:00,9686,31,1254,2306.1,11
2025-03-14T02:25:25.253000+00:00,9686,23,1254,21.7,14
2025-03-14T02:25:36.915000+00:00,9686,22,1254,38.1,19
2025-03-14T02:26:16.759000+00:00,9686,6,1254,52.3,21
2025-03-14T02:27:48.444000+00:00,9686,44,1254,18.3,17
2025-02-28T07:00:02.930000+00:00,9685,1,1253,,1
2025-02-28T07:00:12.803000+00:00,9685,6,1253,,1
2025-02-28T07:00:20.191000+00:00,9685,87,1253,,1
2025-02-28T07:00:23.203000+00:00,9685,5,1253,,1
2025-02-28T07:00:29.369000+00:00,9685,7,1253,,1
2025-02-28T07:00:36.929000+00:00,9685,16,1253,,1
2025-02-28T07:00:52.030000+00:00,9685,23,1253,,1
2025-02-28T07:01:02.263000+00:00,9685,14,1253,,1
2025-02-28T07:01:53.029000+00:00,9685,12,1253,,1
2025-02-28T07:02:53.451000+00:00,9685,4,1253,,1
2025-02-28T07:03:38.501000+00:00,9685,7,1253,30.4,2
2025-02-28T07:07:43.817000+00:00,9685,1,1253,62.3,5
2025-02-28T07:07:56.064000+00:00,9685,12,1253,19.2,4
2025-02-28T07:12:08.797000+00:00,9685,6,1253,332.9,4
2025-02-28T07:12:50.632000+00:00,9685,14,1253,454.2,3
2025-02-28T07:15:44.883000+00:00,9685,12,1253,19.2,8
2025-02-28T07:17:25.891000+00:00,9685,4,1253,624.5,3
2025-02-28T07:20:05.140000+00:00,9685,23,1253,946.0,3
2025-02-28T07:22:56.546000+00:00,9685,16,1253,549.3,8
2025-02-28T07:24:14.893000+00:00,9685,87,1253,937.8,6
2025-02-28T07:27:08.444000+00:00,9685,12,1253,354.6,11
2025-02-28T07:28:59.657000+00:00,9685,16,1253,30.1,11
2025-02-28T07:30:03.319000+00:00,9685,23,1253,301.7,6
2025-02-28T07:30:09.507000+00:00,9685,14,1253,825.6,5
2025-02-28T07:30:48.439000+00:00,9685,4,1253,552.6,5
2025-02-28T07:31:02.497000+00:00,9685,5,1253,1164.8,7
2025-02-28T07:31:03.108000+00:00,9685,7,1253,621.4,11
2025-02-28T07:32:57.185000+00:00,9685,1,1253,1116.8,9
2025-02-28T07:35:38.723000+00:00,9685,6,1253,1054.1,7
2025-02-28T07:37:25.350000+00:00,9685,7,1253,28.4,14
2025-02-28T07:39:08.541000+00:00,9685,1,1253,32.6,12
2025-02-28T07:41:27.379000+00:00,9685,4,1253,383.8,7
2025-02-28T07:41:38.364000+00:00,9685,6,1253,33.4,10
2025-02-28T07:46:54.563000+00:00,9685,5,1253,502.6,11
2025-02-28T07:52:37.729000+00:00,9685,4,1253,424.8,9
2025-02-28T07:53:45.429000+00:00,9685,6,1253,429.8,13
2025-02-28T07:57:05.945000+00:00,9685,5,1253,26.3,16
2025-02-28T07:58:06.380000+00:00,9685,23,1253,1134.9,11
2025-02-28T07:59:17.597000+00:00,9685,16,1253,1501.6,14
2025-02-28T08:00:09.546000+00:00,9685,6,1253,34.9,16
2025-02-28T08:03:10.293000+00:00,9685,4,1253,388.1,11
2025-02-28T08:12:26.858000+00:00,9685,7,1253,1428.3,20
2025-02-28T08:18:51.558000+00:00,9685,4,1253,695.4,13
2025-02-28T08:19:07.175000+00:00,9685,16,1253,617.4,19
2025-02-28T08:20:55.335000+00:00,9685,1,1253,2185.0,15
2025-02-28T08:23:06.813000+00:00,9685,6,1253,689.7,22
2025-02-28T08:23:15.735000+00:00,9685,23,1253,740.6,18
2025-02-28T08:25:03.228000+00:00,9685,1,1253,29.0,17
2025-02-28T08:25:17.465000+00:00,9685,14,1253,2578.8,12
2025-02-28T08:31:31.620000+00:00,9685,5,1253,1468.5,22
2025-02-28T08:31:49.467000+00:00,9685,7,1253,346.2,27
2025-02-28T08:36:00.696000+00:00,9685,4,1253,437.1,18
2025-02-28T08:37:50.584000+00:00,9685,7,1253,28.1,30
2025-02-28T08:38:29.261000+00:00,9685,16,1253,619.9,24
2025-02-28T08:38:34.823000+00:00,9685,23,1253,361.5,23
2025-02-28T08:43:34.413000+00:00,9685,87,1253,4315.0,9
2025-02-28T08:44:55.606000+00:00,9685,6,1253,609.3,28
2025-02-28T08:49:45.490000+00:00,9685,87,1253,36.3,12
2025-02-28T08:51:25.519000+00:00,9685,6,1253,37.7,31
2025-02-28T08:52:02.059000+00:00,9685,7,1253,514.2,33
2025-02-28T08:52:49.486000+00:00,9685,14,1253,942.6,19
2025-02-28T08:54:29.047000+00:00,9685,12,1253,4918.8,14
2025-02-28T08:59:06.235000+00:00,9685,16,1253,778.2,28
2025-02-28T09:01:42.384000+00:00,9685,1,1253,1824.1,20
2025-02-28T09:03:26.180000+00:00,9685,12,1253,225.1,17
2025-02-28T09:04:32.077000+00:00,9685,4,1253,610.7,27
2025-02-28T09:05:35.818000+00:00,9685,87,1253,237.7,19
2025-02-28T09:05:52.776000+00:00,9685,6,1253,515.2,34
2025-02-28T09:12:04.036000+00:00,9685,6,1253,40.3,37
2025-02-28T09:12:05.892000+00:00,9685,87,1253,35.7,22
2025-02-28T09:12:08.742000+00:00,9685,12,1253,204.5,20
2025-02-28T09:18:29.379000+00:00,9685,6,1253,43.6,40
2025-02-28T09:21:20.971000+00:00,9685,1,1253,546.9,25
2025-02-28T09:23:30.874000+00:00,9685,14,1253,1152.0,26
2025-02-28T09:24:12.259000+00:00,9685,23,1253,2277.6,27
2025-02-28T09:24:52.143000+00:00,9685,6,1253,54.6,43
2025-02-28T09:28:13.666000+00:00,9685,12,1253,647.0,23
2025-02-28T09:30:28.579000+00:00,9685,4,1253,819.1,33
