meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1275,9845,81,1,,,28.416,24.692,238.0,288,False,,"[None, 0, 2049, 2051, 2051, 2051, 2049, 2051, 2049]","[2051, 2049, 2051, 2049, 2049, 2051, 2049]","[2049, 2049, 2051, 2051, 2051, 2049, 2051, 2051]",241.0
1275,9845,63,1,,,28.751,24.75,243.0,288,False,,"[None, 0, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2051, 2051]",243.0
1275,9845,4,1,,,29.03,24.748,237.0,287,False,,"[None, 0, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 0]",245.0
1275,9845,1,1,,,29.255,24.618,243.0,287,False,,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2051, 2049, 2049, 2051, 2049, 2049]","[2051, 2051, 2049, 2049, 2049, 2049, 2049, 0]",256.0
1275,9845,22,1,,,29.256,25.094,233.0,287,False,,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 0]",255.0
1275,9845,14,1,,,29.464,25.285,232.0,287,False,,"[None, 0, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",246.0
1275,9845,12,1,,,29.607,25.458,232.0,288,False,,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 0]",253.0
1275,9845,55,1,,,30.159,25.309,231.0,287,False,,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",261.0
1275,9845,6,1,,,30.478,25.255,216.0,288,False,,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",266.0
1275,9845,23,1,,,30.497,25.659,229.0,289,False,,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",256.0
