date,session_key,meeting_key,position,driver_number
2025-12-06T10:15:04.564000+00:00,9834,1276,1,1
2025-12-06T10:15:04.564000+00:00,9834,1276,2,4
2025-12-06T10:15:04.564000+00:00,9834,1276,3,5
2025-12-06T10:15:04.564000+00:00,9834,1276,4,6
2025-12-06T10:15:04.564000+00:00,9834,1276,5,10
2025-12-06T10:15:04.564000+00:00,9834,1276,6,12
2025-12-06T10:15:04.564000+00:00,9834,1276,7,14
2025-12-06T10:15:04.564000+00:00,9834,1276,8,16
2025-12-06T10:15:04.564000+00:00,9834,1276,9,18
2025-12-06T10:15:04.564000+00:00,9834,1276,10,22
2025-12-06T10:15:04.564000+00:00,9834,1276,11,23
2025-12-06T10:15:04.564000+00:00,9834,1276,12,27
2025-12-06T10:15:04.564000+00:00,9834,1276,13,30
2025-12-06T10:15:04.564000+00:00,9834,1276,14,31
2025-12-06T10:15:04.564000+00:00,9834,1276,15,43
2025-12-06T10:15:04.564000+00:00,9834,1276,16,44
2025-12-06T10:15:04.564000+00:00,9834,1276,17,55
2025-12-06T10:15:04.564000+00:00,9834,1276,18,63
2025-12-06T10:15:04.564000+00:00,9834,1276,19,81
2025-12-06T10:15:04.564000+00:00,9834,1276,20,87
2025-12-06T10:31:23.486000+00:00,9834,1276,2,1
2025-12-06T10:31:23.486000+00:00,9834,1276,3,4
2025-12-06T10:31:23.486000+00:00,9834,1276,4,5
2025-12-06T10:31:23.486000+00:00,9834,1276,5,6
2025-12-06T10:31:23.486000+00:00,9834,1276,6,10
2025-12-06T10:31:23.486000+00:00,9834,1276,7,12
2025-12-06T10:31:23.486000+00:00,9834,1276,8,14
2025-12-06T10:31:23.486000+00:00,9834,1276,9,16
2025-12-06T10:31:23.486000+00:00,9834,1276,1,18
2025-12-06T10:31:33.630000+00:00,9834,1276,3,1
2025-12-06T10:31:33.630000+00:00,9834,1276,4,4
2025-12-06T10:31:33.630000+00:00,9834,1276,5,5
2025-12-06T10:31:33.630000+00:00,9834,1276,6,6
2025-12-06T10:31:33.630000+00:00,9834,1276,7,10
2025-12-06T10:31:33.630000+00:00,9834,1276,8,12
2025-12-06T10:31:33.630000+00:00,9834,1276,2,14
