date,session_key,pressure,meeting_key,air_temperature,track_temperature,wind_direction,wind_speed,rainfall,humidity
2025-12-05T13:46:56.420000+00:00,9833,1017.6,1276,25.5,29.0,340,1.5,0,50.0
2025-12-05T13:47:56.469000+00:00,9833,1017.5,1276,25.4,29.0,348,1.7,0,50.0
2025-12-05T13:48:56.453000+00:00,9833,1017.5,1276,25.4,28.9,292,1.3,0,51.0
2025-12-05T13:49:56.444000+00:00,9833,1017.5,1276,25.5,29.1,333,0.9,0,51.0
2025-12-05T13:50:56.457000+00:00,9833,1017.5,1276,25.5,29.1,333,0.9,0,51.0
2025-12-05T13:51:56.452000+00:00,9833,1017.6,1276,25.5,29.2,294,1.0,0,49.0
2025-12-05T13:52:56.474000+00:00,9833,1017.6,1276,25.5,29.0,284,2.1,0,49.0
2025-12-05T13:53:56.486000+00:00,9833,1017.6,1276,25.5,29.0,300,1.6,0,49.0
2025-12-05T13:54:56.492000+00:00,9833,1017.6,1276,25.5,29.0,324,1.7,0,49.0
2025-12-05T13:55:56.520000+00:00,9833,1017.6,1276,25.5,28.7,306,1.8,0,49.0
2025-12-05T13:56:56.496000+00:00,9833,1017.7,1276,25.5,28.7,336,1.6,0,49.0
2025-12-05T13:57:56.877000+00:00,9833,1017.7,1276,25.5,28.8,297,1.7,0,49.0
2025-12-05T13:58:56.502000+00:00,9833,1017.7,1276,25.5,28.8,298,1.9,0,49.0
2025-12-05T13:59:56.521000+00:00,9833,1017.6,1276,25.5,28.6,311,1.9,0,49.0
2025-12-05T14:00:56.535000+00:00,9833,1017.7,1276,25.5,28.6,334,1.4,0,49.0
2025-12-05T14:01:56.521000+00:00,9833,1017.6,1276,25.5,28.6,335,1.3,0,49.0
2025-12-05T14:02:56.522000+00:00,9833,1017.8,1276,25.5,28.5,313,1.6,0,49.0
2025-12-05T14:03:56.566000+00:00,9833,1017.6,1276,25.5,28.6,321,1.9,0,49.0
2025-12-05T14:04:56.530000+00:00,9833,1017.7,1276,25.4,28.4,305,1.0,0,49.0
2025-12-05T14:05:56.703000+00:00,9833,1017.7,1276,25.4,28.4,312,1.2,0,50.0
