date,session_key,pressure,meeting_key,air_temperature,track_temperature,wind_direction,wind_speed,rainfall,humidity
2025-11-30T15:37:41.160000+00:00,9850,1016.0,1275,23.2,29.1,358,1.2,0,66.0
2025-11-30T15:38:41.159000+00:00,9850,1016.0,1275,23.1,28.9,353,2.2,0,66.0
2025-11-30T15:39:41.151000+00:00,9850,1016.1,1275,23.1,28.7,351,1.4,0,66.0
2025-11-30T15:40:41.184000+00:00,9850,1016.1,1275,23.1,28.9,345,1.7,0,66.0
2025-11-30T15:41:41.174000+00:00,9850,1016.0,1275,23.1,28.9,338,1.5,0,66.0
2025-11-30T15:42:41.190000+00:00,9850,1016.0,1275,23.0,28.9,4,2.0,0,67.0
2025-11-30T15:43:41.195000+00:00,9850,1016.1,1275,23.0,28.6,9,1.9,0,67.0
2025-11-30T15:44:41.181000+00:00,9850,1016.1,1275,23.0,28.6,359,1.9,0,67.0
2025-11-30T15:45:41.209000+00:00,9850,1016.1,1275,23.0,28.6,335,1.8,0,67.0
2025-11-30T15:46:41.218000+00:00,9850,1016.1,1275,23.0,28.6,336,1.8,0,67.0
2025-11-30T15:47:41.205000+00:00,9850,1016.1,1275,23.0,28.7,9,1.8,0,67.0
2025-11-30T15:48:41.207000+00:00,9850,1016.0,1275,22.9,28.7,348,1.9,0,67.0
2025-11-30T15:49:41.232000+00:00,9850,1016.0,1275,22.9,29.1,348,2.0,0,67.0
2025-11-30T15:50:41.247000+00:00,9850,1016.1,1275,22.9,28.5,359,1.6,0,67.0
2025-11-30T15:51:41.258000+00:00,9850,1016.0,1275,22.9,28.5,355,1.5,0,67.0
2025-11-30T15:52:41.252000+00:00,9850,1016.0,1275,22.9,28.5,344,1.8,0,67.0
2025-11-30T15:53:41.238000+00:00,9850,1016.2,1275,22.9,28.5,351,1.5,0,68.0
2025-11-30T15:54:41.245000+00:00,9850,1016.1,1275,22.8,28.4,352,1.6,0,68.0
2025-11-30T15:55:41.244000+00:00,9850,1016.1,1275,22.8,28.5,347,1.7,0,67.0
2025-11-30T15:56:41.306000+00:00,9850,1016.1,1275,22.8,28.7,4,1.3,0,68.0
2025-11-30T15:57:41.326000+00:00,9850,1016.0,1275,22.8,28.5,353,1.3,0,67.0
2025-11-30T15:58:41.327000+00:00,9850,1016.1,1275,22.8,28.6,337,1.2,0,68.0
2025-11-30T15:59:41.327000+00:00,9850,1016.1,1275,22.7,28.6,354,1.3,0,68.0
2025-11-30T16:00:41.344000+00:00,9850,1016.0,1275,22.7,28.6,337,1.0,0,68.0
2025-11-30T16:01:41.359000+00:00,9850,1016.1,1275,22.7,28.3,342,1.8,0,68.0
2025-11-30T16:02:41.374000+00:00,9850,1016.1,1275,22.7,28.3,343,1.3,0,68.0
2025-11-30T16:03:41.407000+00:00,9850,1016.0,1275,22.7,28.5,345,1.3,0,68.0
2025-11-30T16:04:41.407000+00:00,9850,1016.1,1275,22.6,28.6,348,1.6,0,68.0
2025-11-30T16:05:41.417000+00:00,9850,1016.1,1275,22.6,28.5,343,1.6,0,69.0
2025-11-30T16:06:41.408000+00:00,9850,1016.1,1275,22.7,28.4,332,1.4,0,69.0
2025-11-30T16:07:41.414000+00:00,9850,1016.2,1275,22.7,28.3,342,1.3,0,69.0
2025-11-30T16:08:41.430000+00:00,9850,1016.2,1275,22.7,28.1,155,1.4,0,69.0
2025-11-30T16:09:41.430000+00:00,9850,1016.1,1275,22.7,28.3,331,1.5,0,69.0
2025-11-30T16:10:41.432000+00:00,9850,1016.1,1275,22.7,28.4,329,1.2,0,69.0
2025-11-30T16:11:41.436000+00:00,9850,1016.1,1275,22.7,28.5,202,0.6,0,68.0
2025-11-30T16:12:41.434000+00:00,9850,1016.2,1275,22.7,28.4,11,0.6,0,68.0
2025-11-30T16:13:41.438000+00:00,9850,1016.2,1275,22.7,28.4,301,0.6,0,68.0
2025-11-30T16:14:41.453000+00:00,9850,1016.1,1275,22.7,28.4,276,1.2,0,68.0
2025-11-30T16:15:41.465000+00:00,9850,1016.1,1275,22.7,28.4,0,0.0,0,68.0
2025-11-30T16:16:41.474000+00:00,9850,1016.2,1275,22.7,28.3,352,0.0,0,68.0
2025-11-30T16:17:41.473000+00:00,9850,1016.2,1275,22.6,28.2,331,0.3,0,68.0
2025-11-30T16:18:41.473000+00:00,9850,1016.1,1275,22.6,28.1,113,0.9,0,68.0
2025-11-30T16:19:41.473000+00:00,9850,1016.2,1275,22.6,28.2,9,0.8,0,68.0
2025-11-30T16:20:41.476000+00:00,9850,1016.2,1275,22.6,28.2,359,0.7,0,68.0
2025-11-30T16:21:41.499000+00:00,9850,1016.1,1275,22.5,28.0,327,0.8,0,69.0
2025-11-30T16:22:41.505000+00:00,9850,1016.1,1275,22.5,27.9,348,0.9,0,69.0
2025-11-30T16:23:41.514000+00:00,9850,1016.2,1275,22.5,28.0,7,1.5,0,69.0
2025-11-30T16:24:41.531000+00:00,9850,1016.1,1275,22.5,28.0,211,1.0,0,69.0
2025-11-30T16:25:41.550000+00:00,9850,1016.1,1275,22.5,28.0,306,1.1,0,69.0
2025-11-30T16:26:41.562000+00:00,9850,1016.0,1275,22.5,27.9,0,1.3,0,69.0
2025-11-30T16:27:41.564000+00:00,9850,1016.1,1275,22.5,28.0,242,0.3,0,69.0
2025-11-30T16:28:41.564000+00:00,9850,1016.1,1275,22.5,28.0,31,1.3,0,69.0
2025-11-30T16:29:41.564000+00:00,9850,1016.1,1275,22.5,28.1,79,1.6,0,69.0
2025-11-30T16:30:41.562000+00:00,9850,1016.2,1275,22.5,27.8,331,0.6,0,69.0
2025-11-30T16:31:41.553000+00:00,9850,1016.2,1275,22.5,27.7,358,0.6,0,70.0
2025-11-30T16:32:41.562000+00:00,9850,1016.2,1275,22.4,27.9,0,1.1,0,70.0
2025-11-30T16:33:41.554000+00:00,9850,1016.3,1275,22.5,28.0,25,0.6,0,70.0
2025-11-30T16:34:41.555000+00:00,9850,1016.2,1275,22.5,27.9,29,0.8,0,69.0
2025-11-30T16:35:41.573000+00:00,9850,1016.3,1275,22.5,27.9,342,1.1,0,70.0
2025-11-30T16:36:41.617000+00:00,9850,1016.2,1275,22.5,27.8,8,1.4,0,70.0
2025-11-30T16:37:41.555000+00:00,9850,1016.2,1275,22.5,27.8,25,1.5,0,70.0
2025-11-30T16:38:41.571000+00:00,9850,1016.2,1275,22.4,27.8,0,0.5,0,71.0
2025-11-30T16:39:41.570000+00:00,9850,1016.2,1275,22.4,27.8,305,0.6,0,71.0
2025-11-30T16:40:41.565000+00:00,9850,1016.3,1275,22.4,27.7,0,1.2,0,71.0
2025-11-30T16:41:41.568000+00:00,9850,1016.2,1275,22.3,27.7,354,1.0,0,71.0
2025-11-30T16:42:41.584000+00:00,9850,1016.2,1275,22.3,27.6,43,0.9,0,71.0
2025-11-30T16:43:41.569000+00:00,9850,1016.2,1275,22.3,27.6,318,1.1,0,71.0
2025-11-30T16:44:41.585000+00:00,9850,1016.2,1275,22.3,27.6,214,1.2,0,71.0
2025-11-30T16:45:41.576000+00:00,9850,1016.2,1275,22.2,27.6,177,1.0,0,71.0
2025-11-30T16:46:41.570000+00:00,9850,1016.2,1275,22.2,27.6,5,0.6,0,71.0
2025-11-30T16:47:41.582000+00:00,9850,1016.3,1275,22.2,27.7,113,1.2,0,71.0
2025-11-30T16:48:41.588000+00:00,9850,1016.2,1275,22.2,27.6,157,0.8,0,71.0
2025-11-30T16:49:41.572000+00:00,9850,1016.2,1275,22.2,27.6,0,0.8,0,71.0
2025-11-30T16:50:41.588000+00:00,9850,1016.2,1275,22.2,27.7,236,0.5,0,71.0
2025-11-30T16:51:41.588000+00:00,9850,1016.2,1275,22.3,27.9,230,0.6,0,71.0
2025-11-30T16:52:41.589000+00:00,9850,1016.1,1275,22.2,27.8,45,1.1,0,71.0
2025-11-30T16:53:41.580000+00:00,9850,1016.2,1275,22.2,27.4,38,0.8,0,71.0
2025-11-30T16:54:41.581000+00:00,9850,1016.2,1275,22.2,27.4,182,0.6,0,71.0
2025-11-30T16:55:41.578000+00:00,9850,1016.2,1275,22.2,27.4,342,0.3,0,71.0
2025-11-30T16:56:41.594000+00:00,9850,1016.2,1275,22.2,27.4,132,0.6,0,71.0
2025-11-30T16:57:41.580000+00:00,9850,1016.3,1275,22.1,27.6,272,0.3,0,71.0
2025-11-30T16:58:41.590000+00:00,9850,1016.2,1275,22.1,27.8,205,0.4,0,71.0
2025-11-30T16:59:41.612000+00:00,9850,1016.3,1275,22.1,27.8,246,0.6,0,71.0
2025-11-30T17:00:41.610000+00:00,9850,1016.2,1275,22.1,27.6,308,0.7,0,71.0
2025-11-30T17:01:41.602000+00:00,9850,1016.2,1275,22.1,27.4,11,0.9,0,71.0
2025-11-30T17:02:41.634000+00:00,9850,1016.3,1275,22.1,27.4,0,0.7,0,71.0
2025-11-30T17:03:41.622000+00:00,9850,1016.2,1275,22.1,27.4,39,0.5,0,72.0
2025-11-30T17:04:41.637000+00:00,9850,1016.2,1275,22.0,27.3,176,0.7,0,72.0
2025-11-30T17:05:41.642000+00:00,9850,1016.2,1275,22.0,27.3,35,1.0,0,72.0
2025-11-30T17:06:41.639000+00:00,9850,1016.3,1275,22.0,27.3,339,1.1,0,72.0
2025-11-30T17:07:41.658000+00:00,9850,1016.3,1275,22.0,27.1,63,0.7,0,72.0
2025-11-30T17:08:41.638000+00:00,9850,1016.2,1275,22.0,27.4,21,0.0,0,72.0
2025-11-30T17:09:41.651000+00:00,9850,1016.3,1275,22.0,27.4,346,1.7,0,72.0
2025-11-30T17:10:41.654000+00:00,9850,1016.3,1275,22.0,27.3,23,1.0,0,72.0
2025-11-30T17:11:41.654000+00:00,9850,1016.3,1275,21.9,27.3,18,1.4,0,72.0
2025-11-30T17:12:41.657000+00:00,9850,1016.3,1275,21.9,27.2,15,1.3,0,73.0
2025-11-30T17:13:41.656000+00:00,9850,1016.2,1275,21.9,27.1,8,1.3,0,73.0
2025-11-30T17:14:41.672000+00:00,9850,1016.3,1275,21.9,27.2,20,1.1,0,73.0
2025-11-30T17:15:41.703000+00:00,9850,1016.4,1275,21.9,27.1,269,0.6,0,73.0
2025-11-30T17:16:41.701000+00:00,9850,1016.3,1275,21.9,27.1,10,0.6,0,73.0
2025-11-30T17:17:41.693000+00:00,9850,1016.4,1275,21.8,27.0,45,0.8,0,73.0
2025-11-30T17:18:41.709000+00:00,9850,1016.4,1275,21.8,27.1,304,1.3,0,73.0
2025-11-30T17:19:41.740000+00:00,9850,1016.4,1275,21.8,27.0,327,0.6,0,73.0
2025-11-30T17:20:41.726000+00:00,9850,1016.3,1275,21.7,27.0,240,0.9,0,73.0
2025-11-30T17:21:41.731000+00:00,9850,1016.3,1275,21.7,27.1,3,1.2,0,73.0
2025-11-30T17:22:41.728000+00:00,9850,1016.4,1275,21.7,27.1,290,0.7,0,73.0
2025-11-30T17:23:41.728000+00:00,9850,1016.4,1275,21.7,27.0,20,0.8,0,73.0
2025-11-30T17:24:41.742000+00:00,9850,1016.3,1275,21.7,26.8,1,1.1,0,73.0
2025-11-30T17:25:41.743000+00:00,9850,1016.3,1275,21.6,26.9,0,0.9,0,74.0
2025-11-30T17:26:41.743000+00:00,9850,1016.3,1275,21.6,26.9,325,0.9,0,73.0
2025-11-30T17:27:41.748000+00:00,9850,1016.4,1275,21.6,26.9,8,1.1,0,73.0
2025-11-30T17:28:41.733000+00:00,9850,1016.4,1275,21.6,26.5,37,1.4,0,73.0
2025-11-30T17:29:41.743000+00:00,9850,1016.3,1275,21.6,25.2,92,0.7,0,74.0
2025-11-30T17:30:41.746000+00:00,9850,1016.3,1275,21.6,25.2,92,0.7,0,74.0
2025-11-30T17:31:41.748000+00:00,9850,1016.3,1275,21.6,25.2,92,0.7,0,74.0
2025-11-30T17:32:41.743000+00:00,9850,1016.3,1275,21.6,25.2,92,0.7,0,74.0
2025-11-30T17:33:41.744000+00:00,9850,1016.3,1275,21.6,25.2,92,0.7,0,74.0
