meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1275,9846,55,1,,,30.86,25.805,229,274,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]",130
1275,9846,27,1,2025-11-29T18:00:09.762000+00:00,,30.114,25.922,225,264,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2051, 2051]",101
1275,9846,23,1,2025-11-29T18:00:17.289000+00:00,,30.713,25.672,233,264,True,,"[2064, 2064, 2049, 2049, 2051, 2051, 2051, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2051]",107
1275,9846,5,1,2025-11-29T18:00:25.049000+00:00,,29.716,26.336,226,264,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]",137
1275,9846,31,1,2025-11-29T18:00:32.221000+00:00,,30.699,27.172,221,260,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",91
1275,9846,87,1,2025-11-29T18:00:39.690000+00:00,,30.105,25.478,227,259,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2051, 2049, 2051, 2051, 2051]",88
1275,9846,30,1,2025-11-29T18:00:47.877000+00:00,,29.773,25.705,238,262,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",82
1275,9846,6,1,2025-11-29T18:00:58.799000+00:00,,29.589,25.772,231,261,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",143
1275,9846,12,1,2025-11-29T18:01:03.815000+00:00,,31.009,27.272,227,267,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",128
1275,9846,63,1,2025-11-29T18:01:06.268000+00:00,,30.398,25.675,228,281,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051, 2049, 2049]",67
1275,9846,18,1,2025-11-29T18:01:15.783000+00:00,,30.375,26.995,229,264,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",132
1275,9846,16,1,2025-11-29T18:01:22.502000+00:00,,34.058,25.362,231,244,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",106
1275,9846,14,1,2025-11-29T18:01:28.971000+00:00,,30.741,27.91,230,266,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",101
1275,9846,55,2,2025-11-29T18:01:34.721000+00:00,30.45,27.844,24.06,248,287,False,82.354,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2051, 2051, 2051, 2051, 2051, 2051]",317
1275,9846,44,1,2025-11-29T18:01:39.012000+00:00,,35.104,28.036,216,264,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",123
1275,9846,27,2,2025-11-29T18:01:42.087000+00:00,30.489,27.798,24.153,249,287,False,82.44,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]",320
1275,9846,10,1,2025-11-29T18:01:47.650000+00:00,,35.797,26.74,220,245,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",92
1275,9846,23,2,2025-11-29T18:01:48.922000+00:00,30.28,27.77,24.335,250,287,False,82.385,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2051, 2049, 2049, 2051, 2049, 2049, 2049, 2049]",321
1275,9846,43,1,2025-11-29T18:01:53.956000+00:00,,39.092,31.036,154,263,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",71
1275,9846,5,2,2025-11-29T18:01:55.629000+00:00,30.195,27.784,23.966,252,286,False,81.945,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051, 2049, 2048]",322
1275,9846,31,2,2025-11-29T18:02:05.962000+00:00,30.408,27.545,24.117,250,288,False,82.07,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",320
1275,9846,1,1,2025-11-29T18:02:06.102000+00:00,,31.375,25.458,118,276,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051]",108
1275,9846,87,2,2025-11-29T18:02:12.165000+00:00,30.235,27.453,23.956,251,288,False,81.644,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2051, 2051]","[2051, 2049, 2049, 2049, 2051, 2051, 2048]",321
1275,9846,22,1,2025-11-29T18:02:16.149000+00:00,,31.995,30.052,193,269,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",155
1275,9846,30,2,2025-11-29T18:02:20.556000+00:00,30.069,27.765,23.847,253,287,False,81.681,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2051, 2051, 2051, 2049, 2049]",321
1275,9846,4,1,2025-11-29T18:02:25.946000+00:00,,30.23,26.204,231,266,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",104
1275,9846,6,2,2025-11-29T18:02:28.165000+00:00,30.096,27.522,23.788,252,287,False,81.406,"[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]",322
1275,9846,12,2,2025-11-29T18:02:38.118000+00:00,33.753,33.588,26.71,230,240,False,94.051,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2049, 2049, 2051]",288
1275,9846,63,2,2025-11-29T18:02:41.165000+00:00,33.517,35.628,28.523,222,192,False,97.668,"[2049, 2049, 2049, 2049, 2049, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2049]",306
1275,9846,81,1,2025-11-29T18:02:43.712000+00:00,,35.764,31.537,225,229,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",92
1275,9846,18,2,2025-11-29T18:02:46.915000+00:00,30.387,27.723,24.046,248,286,False,82.156,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",322
1275,9846,55,3,2025-11-29T18:02:57.134000+00:00,53.899,40.321,29.058,170,234,False,123.278,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",86
1275,9846,16,2,2025-11-29T18:02:59.243000+00:00,30.255,27.62,24.049,253,289,False,81.924,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2048]",321
1275,9846,27,3,2025-11-29T18:03:04.571000+00:00,47.358,43.113,31.769,198,199,False,122.24,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",119
1275,9846,14,2,2025-11-29T18:03:05.524000+00:00,29.884,27.409,23.687,253,286,False,80.98,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2051, 2049]","[2049, 2049, 2051, 2051, 2049, 2051, 2049, 2048]",323
