date,session_key,driver_number,meeting_key,position
2025-09-20T08:51:08.054000+00:00,9899,16,1269,3
2025-09-20T08:51:08.054000+00:00,9899,18,1269,13
2025-09-20T08:51:08.054000+00:00,9899,22,1269,2
2025-09-20T08:51:08.054000+00:00,9899,27,1269,6
2025-09-20T08:51:08.054000+00:00,9899,30,1269,9
2025-09-20T08:51:08.054000+00:00,9899,31,1269,15
2025-09-20T08:51:08.054000+00:00,9899,43,1269,11
2025-09-20T08:51:08.054000+00:00,9899,44,1269,8
2025-09-20T08:51:08.054000+00:00,9899,81,1269,4
2025-09-20T08:51:23.971000+00:00,9899,5,1269,11
