meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1271,9884,31,1,,,46.177,37.535,185.0,160.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2051, 2051, 2051, 2051]",250.0
1271,9884,10,1,2025-10-18T21:00:11.769000+00:00,,47.135,36.713,192.0,149.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2051, 2051, 2051, 2051]",277.0
1271,9884,43,1,2025-10-18T21:00:21.718000+00:00,,42.754,37.524,186.0,170.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2051, 2051, 2049, 2051]",292.0
1271,9884,6,1,2025-10-18T21:00:32.011000+00:00,,43.367,34.252,171.0,175.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2049, 2049, 2049, 2049, 2051, 2051]",272.0
1271,9884,30,1,2025-10-18T21:00:41.323000+00:00,,43.907,34.82,170.0,170.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2051, 2051]",294.0
1271,9884,27,1,2025-10-18T21:00:54.239000+00:00,,42.351,41.485,197.0,178.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049]",301.0
1271,9884,63,1,2025-10-18T21:00:56.418000+00:00,,41.222,37.178,199.0,171.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2064, 2064, 2064]",309.0
1271,9884,87,1,2025-10-18T21:01:06.623000+00:00,,43.668,35.026,194.0,163.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]",294.0
1271,9884,5,1,2025-10-18T21:01:12.170000+00:00,,42.34,41.621,203.0,174.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2049, 2049, 2049]",296.0
1271,9884,22,1,2025-10-18T21:01:16.006000+00:00,,42.501,,195.0,173.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",[2049],279.0
