date,session_key,meeting_key,driver_number,position
2025-10-18T16:16:23.680000+00:00,9883,1271,1,1
2025-10-18T16:16:23.680000+00:00,9883,1271,4,2
2025-10-18T16:16:23.680000+00:00,9883,1271,81,3
2025-10-18T16:16:23.680000+00:00,9883,1271,27,4
2025-10-18T16:16:23.680000+00:00,9883,1271,63,5
2025-10-18T16:16:23.680000+00:00,9883,1271,14,6
2025-10-18T16:16:23.680000+00:00,9883,1271,55,7
2025-10-18T16:16:23.680000+00:00,9883,1271,44,8
2025-10-18T16:16:23.680000+00:00,9883,1271,23,9
2025-10-18T16:16:23.680000+00:00,9883,1271,16,10
2025-10-18T16:16:23.680000+00:00,9883,1271,12,11
2025-10-18T16:16:23.680000+00:00,9883,1271,6,12
2025-10-18T16:16:23.680000+00:00,9883,1271,10,13
2025-10-18T16:16:23.680000+00:00,9883,1271,18,14
2025-10-18T16:16:23.680000+00:00,9883,1271,30,15
2025-10-18T16:16:23.680000+00:00,9883,1271,87,16
2025-10-18T16:16:23.680000+00:00,9883,1271,43,17
2025-10-18T16:16:23.680000+00:00,9883,1271,22,18
2025-10-18T16:16:23.680000+00:00,9883,1271,31,19
2025-10-18T16:16:23.680000+00:00,9883,1271,5,20
2025-10-18T17:03:57.049000+00:00,9883,1271,4,3
2025-10-18T17:03:57.049000+00:00,9883,1271,81,2
2025-10-18T17:03:57.378000+00:00,9883,1271,27,5
2025-10-18T17:03:57.378000+00:00,9883,1271,63,4
2025-10-18T17:03:57.846000+00:00,9883,1271,55,8
2025-10-18T17:03:57.846000+00:00,9883,1271,44,7
2025-10-18T17:03:58.112000+00:00,9883,1271,23,10
2025-10-18T17:03:58.112000+00:00,9883,1271,16,9
2025-10-18T17:03:58.831000+00:00,9883,1271,18,15
2025-10-18T17:03:58.831000+00:00,9883,1271,30,14
2025-10-18T17:03:58.940000+00:00,9883,1271,43,18
2025-10-18T17:03:58.940000+00:00,9883,1271,22,17
2025-10-18T17:04:05.221000+00:00,9883,1271,4,4
2025-10-18T17:04:05.221000+00:00,9883,1271,81,3
2025-10-18T17:04:05.221000+00:00,9883,1271,63,2
2025-10-18T17:04:05.581000+00:00,9883,1271,4,5
2025-10-18T17:04:05.581000+00:00,9883,1271,81,4
2025-10-18T17:04:05.581000+00:00,9883,1271,27,6
2025-10-18T17:04:05.581000+00:00,9883,1271,14,7
2025-10-18T17:04:05.581000+00:00,9883,1271,55,3
2025-10-18T17:04:05.581000+00:00,9883,1271,44,8
2025-10-18T17:04:06.143000+00:00,9883,1271,4,6
2025-10-18T17:04:06.143000+00:00,9883,1271,81,5
2025-10-18T17:04:06.143000+00:00,9883,1271,27,7
2025-10-18T17:04:06.143000+00:00,9883,1271,14,4
2025-10-18T17:04:06.674000+00:00,9883,1271,4,7
2025-10-18T17:04:06.674000+00:00,9883,1271,27,8
2025-10-18T17:04:06.674000+00:00,9883,1271,44,6
2025-10-18T17:04:06.753000+00:00,9883,1271,4,8
2025-10-18T17:04:06.753000+00:00,9883,1271,27,9
2025-10-18T17:04:06.753000+00:00,9883,1271,16,7
2025-10-18T17:04:06.956000+00:00,9883,1271,4,9
2025-10-18T17:04:06.956000+00:00,9883,1271,27,10
2025-10-18T17:04:06.956000+00:00,9883,1271,23,11
2025-10-18T17:04:06.956000+00:00,9883,1271,12,12
2025-10-18T17:04:06.956000+00:00,9883,1271,6,13
2025-10-18T17:04:06.956000+00:00,9883,1271,10,14
2025-10-18T17:04:06.956000+00:00,9883,1271,18,16
